edge_id,realworld_edge_id,u,v,key,routeable_vehicle_highway,highway_raw,highway_class,highway_evidence_class,length_m,length_evidence_class,maxspeed_raw,observed_maxspeed_kph,speed_kph_used,speed_evidence_class,lanes_raw,lane_count,lane_evidence_class,capacity_raw,capacity_proxy_veh_per_hr,lane_based_capacity_candidate_veh_per_hr,lane_based_capacity_evidence_class,capacity_evidence_class,free_flow_time_min,free_flow_time_evidence_class,base_disruption_raw,base_disruption_probability,base_disruption_evidence_class,benchmark_travel_time_min,benchmark_source_label,benchmark_snapshot_path,benchmark_evidence_class,attribute_assumptions,weak_for_final_claim,evidence_status,claim_boundary
'1809573288'->'4187682408':0:osm:169796679,osm:169796679,1809573288,4187682408,0,true,residential,residential,OSM-derived,11.16405,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.022328,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573289'->'1809573252':0:osm:169796678,osm:169796678,1809573289,1809573252,0,true,residential,residential,OSM-derived,29.472033,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.058944,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573289'->'1809573307':0:osm:169796678,osm:169796678,1809573289,1809573307,0,true,residential,residential,OSM-derived,15.140118,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.03028,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573289'->'1809573311':0:osm:169796668,osm:169796668,1809573289,1809573311,0,true,residential,residential,OSM-derived,41.864026,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.083728,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573290'->'1809573259':0:osm:169796674,osm:169796674,1809573290,1809573259,0,true,residential,residential,OSM-derived,79.76939,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.159539,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573290'->'1809573296':0:osm:169796674,osm:169796674,1809573290,1809573296,0,true,residential,residential,OSM-derived,35.030336,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.070061,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573290'->'4187682399':0:osm:418335470,osm:418335470,1809573290,4187682399,0,false,footway,unclassified,expert proxy,38.07471,OSM-derived,,,30,expert proxy,,,expert proxy,,500,,,expert proxy,0.076149,expert proxy,,0.04,sensitivity-only,,,,,highway;speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573291'->'4659462891':0:osm:369922270,osm:369922270,1809573291,4659462891,0,true,residential,residential,OSM-derived,17.771839,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.035544,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573291'->'845976071':0:osm:908081923,osm:908081923,1809573291,845976071,0,true,secondary,secondary,OSM-derived,16.325615,OSM-derived,50,50,50,OSM-derived,,,expert proxy,,1000,,,expert proxy,0.019591,OSM-derived,,0.025,sensitivity-only,,,,,capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573291'->'845976138':0:osm:908081923,osm:908081923,1809573291,845976138,0,true,secondary,secondary,OSM-derived,80.231475,OSM-derived,50,50,50,OSM-derived,,,expert proxy,,1000,,,expert proxy,0.096278,OSM-derived,,0.025,sensitivity-only,,,,,capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573292'->'1809573259':0:osm:169796679,osm:169796679,1809573292,1809573259,0,true,residential,residential,OSM-derived,21.181006,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.042362,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573292'->'1809573260':0:osm:169796683,osm:169796683,1809573292,1809573260,0,true,residential,residential,OSM-derived,32.413475,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.064827,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573292'->'1809573310':0:osm:169796679,osm:169796679,1809573292,1809573310,0,true,residential,residential,OSM-derived,1.284231,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.002568,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573293'->'1809573252':0:osm:169796675,osm:169796675,1809573293,1809573252,0,true,residential,residential,OSM-derived,29.816579,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.059633,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573293'->'1809573297':0:osm:169796682,osm:169796682,1809573293,1809573297,0,true,residential,residential,OSM-derived,47.905311,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.095811,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573293'->'1809573303':0:osm:169796682,osm:169796682,1809573293,1809573303,0,true,residential,residential,OSM-derived,18.140864,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.036282,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573294'->'1809573276':0:osm:169796677,osm:169796677,1809573294,1809573276,0,true,residential,residential,OSM-derived,7.034086,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.014068,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573294'->'2912275819':0:osm:169796677,osm:169796677,1809573294,2912275819,0,true,residential,residential,OSM-derived,27.70594,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.055412,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573295'->'1809573256':0:osm:369922270,osm:369922270,1809573295,1809573256,0,true,residential,residential,OSM-derived,15.48699,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.030974,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573295'->'1809573851':0:osm:369922270,osm:369922270,1809573295,1809573851,0,true,residential,residential,OSM-derived,88.024783,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.17605,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573296'->'1809573266':0:osm:169796671,osm:169796671,1809573296,1809573266,0,true,residential,residential,OSM-derived,85.996172,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.171992,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573296'->'1809573290':0:osm:169796674,osm:169796674,1809573296,1809573290,0,true,residential,residential,OSM-derived,35.030336,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.070061,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573296'->'436808681':0:osm:169796674,osm:169796674,1809573296,436808681,0,true,residential,residential,OSM-derived,56.260993,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.112522,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573297'->'1809573293':0:osm:169796682,osm:169796682,1809573297,1809573293,0,true,residential,residential,OSM-derived,47.905311,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.095811,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573297'->'1809573307':0:osm:169796681,osm:169796681,1809573297,1809573307,0,true,residential,residential,OSM-derived,37.006425,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.074013,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573297'->'436808676':0:osm:169796682,osm:169796682,1809573297,436808676,0,true,residential,residential,OSM-derived,53.108923,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.106218,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573298'->'1809573250':0:osm:169796673,osm:169796673,1809573298,1809573250,0,true,residential,residential,OSM-derived,8.536006,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.017072,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573298'->'1809573315':0:osm:169796673,osm:169796673,1809573298,1809573315,0,true,residential,residential,OSM-derived,6.904683,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.013809,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573299'->'1809571565':0:osm:288275760,osm:288275760,1809573299,1809571565,0,true,residential,residential,OSM-derived,100.008564,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.200017,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573299'->'1809573254':0:osm:288275760,osm:288275760,1809573299,1809573254,0,true,residential,residential,OSM-derived,40.758666,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.081517,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573299'->'2912275820':0:osm:169796680,osm:169796680,1809573299,2912275820,0,true,residential,residential,OSM-derived,37.868971,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.075738,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573300'->'1809571544':0:osm:169796573,osm:169796573,1809573300,1809571544,0,true,residential,residential,OSM-derived,36.47492,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.07295,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573300'->'1809571565':0:osm:169796573,osm:169796573,1809573300,1809571565,0,true,residential,residential,OSM-derived,37.749773,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.0755,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573300'->'2912275820':0:osm:169796670,osm:169796670,1809573300,2912275820,0,true,residential,residential,OSM-derived,98.953581,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.197907,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573301'->'1809573263':0:osm:169796679,osm:169796679,1809573301,1809573263,0,true,residential,residential,OSM-derived,46.477365,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.092955,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573301'->'1809573274':0:osm:369922262,osm:369922262,1809573301,1809573274,0,true,residential,residential,OSM-derived,68.221416,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.136443,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573302'->'1809571557':0:osm:418335468,osm:418335468,1809573302,1809571557,0,true,residential,residential,OSM-derived,36.341873,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.072684,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573302'->'1809573269':0:osm:169796681,osm:169796681,1809573302,1809573269,0,true,residential,residential,OSM-derived,25.996463,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.051993,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573302'->'1809573311':0:osm:418335468,osm:418335468,1809573302,1809573311,0,true,residential,residential,OSM-derived,22.378032,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.044756,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573303'->'1809573255':0:osm:169796676,osm:169796676,1809573303,1809573255,0,true,residential,residential,OSM-derived,34.549146,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.069098,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573303'->'1809573257':0:osm:169796676,osm:169796676,1809573303,1809573257,0,true,residential,residential,OSM-derived,82.892866,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.165786,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573303'->'1809573293':0:osm:169796682,osm:169796682,1809573303,1809573293,0,true,residential,residential,OSM-derived,18.140864,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.036282,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573304'->'1809571543':0:osm:169796573,osm:169796573,1809573304,1809571543,0,true,residential,residential,OSM-derived,41.03424,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.082068,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573304'->'1809573284':0:osm:169796573,osm:169796573,1809573304,1809573284,0,true,residential,residential,OSM-derived,38.897481,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.077795,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573304'->'1809573306':0:osm:169796669,osm:169796669,1809573304,1809573306,0,true,residential,residential,OSM-derived,111.999924,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.224,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573305'->'1809573274':0:osm:369922262,osm:369922262,1809573305,1809573274,0,true,residential,residential,OSM-derived,1.363012,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.002726,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573305'->'1809573281':0:osm:369922262,osm:369922262,1809573305,1809573281,0,true,residential,residential,OSM-derived,36.551372,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.073103,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573305'->'4187682404':0:osm:169796677,osm:169796677,1809573305,4187682404,0,true,residential,residential,OSM-derived,113.383369,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.226767,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573306'->'1809573285':0:osm:169796669,osm:169796669,1809573306,1809573285,0,true,residential,residential,OSM-derived,11.459322,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.022919,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573306'->'1809573304':0:osm:169796669,osm:169796669,1809573306,1809573304,0,true,residential,residential,OSM-derived,111.999924,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.224,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573307'->'1809573269':0:osm:169796681,osm:169796681,1809573307,1809573269,0,true,residential,residential,OSM-derived,13.4067,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.026813,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573307'->'1809573289':0:osm:169796678,osm:169796678,1809573307,1809573289,0,true,residential,residential,OSM-derived,15.140118,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.03028,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573307'->'1809573297':0:osm:169796681,osm:169796681,1809573307,1809573297,0,true,residential,residential,OSM-derived,37.006425,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.074013,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573308'->'1809573839':0:osm:369922257,osm:369922257,1809573308,1809573839,0,true,residential,residential,OSM-derived,39.22169,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.078443,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573308'->'2912275819':0:osm:169796677,osm:169796677,1809573308,2912275819,0,true,residential,residential,OSM-derived,88.40179,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.176804,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573308'->'4187682404':0:osm:169796677,osm:169796677,1809573308,4187682404,0,true,residential,residential,OSM-derived,59.431098,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.118862,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573309'->'1809571552':0:osm:418335469,osm:418335469,1809573309,1809571552,0,true,residential,residential,OSM-derived,49.509133,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.099018,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573309'->'1809573255':0:osm:418335469,osm:418335469,1809573309,1809573255,0,true,residential,residential,OSM-derived,80.989253,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.161979,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573309'->'1809573275':0:osm:169796670,osm:169796670,1809573309,1809573275,0,true,residential,residential,OSM-derived,24.38095,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.048762,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573310'->'1809573292':0:osm:169796679,osm:169796679,1809573310,1809573292,0,true,residential,residential,OSM-derived,1.284231,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.002568,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573310'->'4187682408':0:osm:169796679,osm:169796679,1809573310,4187682408,0,true,residential,residential,OSM-derived,15.008893,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.030018,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573311'->'1809573286':0:osm:418335468,osm:418335468,1809573311,1809573286,0,true,residential,residential,OSM-derived,36.053506,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.072107,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573311'->'1809573289':0:osm:169796668,osm:169796668,1809573311,1809573289,0,true,residential,residential,OSM-derived,41.864026,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.083728,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573311'->'1809573302':0:osm:418335468,osm:418335468,1809573311,1809573302,0,true,residential,residential,OSM-derived,22.378032,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.044756,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
'1809573312'->'1809573282':0:osm:169796669,osm:169796669,1809573312,1809573282,0,true,residential,residential,OSM-derived,10.664456,OSM-derived,,,30,expert proxy,,,expert proxy,,400,,,expert proxy,0.021329,expert proxy,,0.04,sensitivity-only,,,,,speed_kph;capacity;base_p_fail,true,weak_for_final_claim,"Edge-level road-attribute evidence table; not reviewed road calibration, traffic assignment validation, graph-scale acceptance, or operational routing evidence."
