u,v,key,realworld_edge_id,osmid,highway,length_m,routeable_vehicle_highway,geometry_present,source
10009448566,6960603040,0,osm:473999360,473999360,footway,21.679058,false,false,osm_overpass
10009448567,10009448565,0,osm:1092931546,1092931546,cycleway,1.216063,false,false,osm_overpass
10009448567,10009448566,0,osm:1092931546,1092931546,cycleway,0.985014,false,false,osm_overpass
10009448567,5873076167,0,osm:624176425,624176425,footway,1.125114,false,false,osm_overpass
10009448567,8571022833,0,osm:624176425,624176425,footway,63.135174,false,false,osm_overpass
10009448568,10009448573,0,osm:1092931547,1092931547,footway,13.683182,false,false,osm_overpass
10009448568,10009448574,0,osm:1092931547,1092931547,footway,10.933901,false,false,osm_overpass
10009448568,2477236790,0,osm:474014330,474014330,service,38.377353,false,false,osm_overpass
10009448568,845975970,0,osm:474014330,474014330,service,12.623396,false,false,osm_overpass
10009448569,10009448574,0,osm:1092931545,1092931545,cycleway,217.158234,false,false,osm_overpass
10009448569,2477247449,0,osm:239951652,239951652,service,11.341999,false,false,osm_overpass
10009448569,6002365627,0,osm:239951652,239951652,service,15.001896,false,false,osm_overpass
10009448569,8432257680,0,osm:1092931545,1092931545,cycleway,81.463561,false,false,osm_overpass
10009448570,10009448571,0,osm:1092931545,1092931545,cycleway,47.184009,false,false,osm_overpass
10009448570,357888238,0,osm:1092931545,1092931545,cycleway,38.131634,false,false,osm_overpass
10009448570,8432257671,0,osm:474020307,474020307,service,9.134764,false,false,osm_overpass
10009448570,8432257672,0,osm:474020307,474020307,service,9.223421,false,false,osm_overpass
10009448571,10009448570,0,osm:1092931545,1092931545,cycleway,47.184009,false,false,osm_overpass
10009448571,13637066103,0,osm:1092931545,1092931545,cycleway,346.294448,false,false,osm_overpass
10009448571,2477237066,0,osm:239950534,239950534,service,11.043583,false,false,osm_overpass
10009448571,8432257677,0,osm:239950534,239950534,service,4.110849,false,false,osm_overpass
10009448572,10009448558,0,osm:1092931545,1092931545,cycleway,3.582966,false,false,osm_overpass
10009448572,10009448559,0,osm:1259550880,1259550880,cycleway,8.746014,false,false,osm_overpass
10009448572,2477234864,0,osm:239950331,239950331,footway,22.556389,false,false,osm_overpass
10009448572,5228333057,0,osm:1259550881,1259550881,cycleway,7.009791,false,false,osm_overpass
10009448573,10009448568,0,osm:1092931547,1092931547,footway,13.683182,false,false,osm_overpass
10009448573,357888158,0,osm:1092931546,1092931546,cycleway,137.575901,false,false,osm_overpass
10009448574,10009448568,0,osm:1092931547,1092931547,footway,10.933901,false,false,osm_overpass
10009448574,10009448569,0,osm:1092931545,1092931545,cycleway,217.158234,false,false,osm_overpass
10009448575,10009448546,0,osm:1092931548,1092931548,cycleway,122.280261,false,false,osm_overpass
10009448575,10009471491,0,osm:1092936829,1092936829,cycleway,30.858157,false,false,osm_overpass
10009471488,5260056425,0,osm:871427412,871427412,cycleway,41.564192,false,false,osm_overpass
10009471488,8116819791,0,osm:871427412,871427412,cycleway,213.868187,false,false,osm_overpass
10009471489,10009471491,0,osm:1092936829,1092936829,cycleway,59.290336,false,false,osm_overpass
10009471489,5260056211,0,osm:1092936829,1092936829,cycleway,23.669026,false,false,osm_overpass
10009471490,5260056211,0,osm:1092936829,1092936829,cycleway,20.791544,false,false,osm_overpass
10009471490,7609153910,0,osm:544144050,544144050,cycleway,26.500119,false,false,osm_overpass
10009471490,7609153911,0,osm:544144050,544144050,cycleway,6.243970,false,false,osm_overpass
10009471491,10009448575,0,osm:1092936829,1092936829,cycleway,30.858157,false,false,osm_overpass
10009471491,10009471489,0,osm:1092936829,1092936829,cycleway,59.290336,false,false,osm_overpass
10009471491,4680822158,0,osm:743712419,743712419,service,6.852193,false,false,osm_overpass
10009471491,4680822159,0,osm:743712419,743712419,service,15.945526,false,false,osm_overpass
10009471492,10009471493,0,osm:1259550877,1259550877,cycleway,14.094394,false,false,osm_overpass
10009471492,7609118881,0,osm:1259550877,1259550877,cycleway,36.852124,false,false,osm_overpass
10009471493,10009471492,0,osm:1259550877,1259550877,cycleway,14.094394,false,false,osm_overpass
10009471493,357878203,0,osm:1259550877,1259550877,cycleway,114.940837,false,false,osm_overpass
10009471494,11709560485,0,osm:1092936830,1092936830,footway,192.697555,false,false,osm_overpass
10009471494,5260056190,0,osm:1092936830,1092936830,footway,62.291034,false,false,osm_overpass
10009471495,10009471497,0,osm:1259550874,1259550874,cycleway,34.187695,false,false,osm_overpass
10009471495,357881034,0,osm:1092936831,1092936831,cycleway,13.907341,false,false,osm_overpass
10009471495,4680441554,0,osm:474020310,474020310,footway,7.672610,false,false,osm_overpass
10009471496,10009471497,0,osm:1092936833,1092936833,footway,54.491396,false,false,osm_overpass
10009471496,10009471499,0,osm:1092937302,1092937302,footway,23.320330,false,false,osm_overpass
10009471497,10009471495,0,osm:1259550874,1259550874,cycleway,34.187695,false,false,osm_overpass
10009471497,10009471496,0,osm:1092936833,1092936833,footway,54.491396,false,false,osm_overpass
10009471498,10009448562,0,osm:1092936834,1092936834,footway,13.863548,false,false,osm_overpass
10009471498,11709560497,0,osm:239951575,239951575,service,4.287956,false,false,osm_overpass
10009471498,5260056188,0,osm:1092936834,1092936834,footway,25.300933,false,false,osm_overpass
10009471498,8573582102,0,osm:239951575,239951575,service,9.333135,false,false,osm_overpass
10009471499,10009471496,0,osm:1092937302,1092937302,footway,23.320330,false,false,osm_overpass
10009471499,11709560499,0,osm:474037615,474037615,service,3.276202,false,false,osm_overpass
10009471499,4680615099,0,osm:474037615,474037615,service,78.684543,false,false,osm_overpass
10009471499,5208786020,0,osm:538045766,538045766,cycleway,22.100961,false,false,osm_overpass
10009471499,5260056190,0,osm:1092936832,1092936832,footway,16.947032,false,false,osm_overpass
10009486960,6002368546,0,osm:481379609,481379609,primary_link,9.740201,true,false,osm_overpass
10009486961,11730415864,0,osm:688650656,688650656,residential,4.334975,true,false,osm_overpass
10009486961,3524847993,0,osm:688650656,688650656,residential,21.412195,true,false,osm_overpass
10009486962,13788612786,0,osm:239951585,239951585,residential,5.989921,true,false,osm_overpass
10009486962,436830767,0,osm:239951585,239951585,residential,18.555057,true,false,osm_overpass
10009486962,5260056189,0,osm:1262518168,1262518168,cycleway,24.944770,false,false,osm_overpass
10010282663,4637937100,0,osm:70998360,70998360,secondary,130.582968,true,false,osm_overpass
10010282663,732441260,0,osm:70998360,70998360,secondary,23.125993,true,false,osm_overpass
10010282664,732441246,0,osm:993264234,993264234,secondary,11.675992,true,false,osm_overpass
10010282664,732443140,0,osm:1192416065,1192416065,busway,23.004649,false,false,osm_overpass
10033498363,13597580774,0,osm:531414192,531414192,cycleway,9.480314,false,false,osm_overpass
10033498363,5158613003,0,osm:531414192,531414192,cycleway,34.617744,false,false,osm_overpass
10033498364,5982523411,0,osm:633811606,633811606,cycleway,11.122794,false,false,osm_overpass
10033498364,5982523413,0,osm:633811606,633811606,cycleway,14.662834,false,false,osm_overpass
10033498365,13670540667,0,osm:1492216377,1492216377,footway,2.435513,false,false,osm_overpass
10033498365,5852578349,0,osm:1492216377,1492216377,footway,15.611708,false,false,osm_overpass
10069373861,10069373862,0,osm:169405623,169405623,residential,26.951195,true,false,osm_overpass
10069373861,6283796728,0,osm:169405623,169405623,residential,31.674745,true,false,osm_overpass
10069373862,10069373861,0,osm:169405623,169405623,residential,26.951195,true,false,osm_overpass
10069373862,10069373863,0,osm:169405623,169405623,residential,37.231740,true,false,osm_overpass
10069373863,10069373862,0,osm:169405623,169405623,residential,37.231740,true,false,osm_overpass
10069373863,10069373864,0,osm:169405623,169405623,residential,23.626569,true,false,osm_overpass
10069373864,10069373863,0,osm:169405623,169405623,residential,23.626569,true,false,osm_overpass
10069373864,1805724061,0,osm:169405623,169405623,residential,21.148315,true,false,osm_overpass
10090030400,12389396036,0,osm:690415752,690415752,footway,67.394177,false,false,osm_overpass
10090030400,12389396052,0,osm:690415752,690415752,footway,14.050573,false,false,osm_overpass
10090030402,12373950350,0,osm:690415752,690415752,footway,54.541588,false,false,osm_overpass
10090030403,12389396034,0,osm:690415752,690415752,footway,78.866662,false,false,osm_overpass
10090030403,6477404254,0,osm:690415752,690415752,footway,15.220695,false,false,osm_overpass
10090030409,10090036255,0,osm:169796369,169796369,residential,61.556168,true,false,osm_overpass
10090030409,4186722611,0,osm:169796369,169796369,residential,44.700671,true,false,osm_overpass
10090036243,12389396048,0,osm:169796369,169796369,residential,3.325162,true,false,osm_overpass
10090036243,4186722611,0,osm:169796369,169796369,residential,73.555528,true,false,osm_overpass
10090036244,12390920084,0,osm:1451020464,1451020464,construction,7.485552,false,false,osm_overpass
10090036255,10090030409,0,osm:169796369,169796369,residential,61.556168,true,false,osm_overpass
10090036255,12390920084,0,osm:1451020464,1451020464,construction,5.269865,false,false,osm_overpass
10090036255,1809570214,0,osm:169796369,169796369,residential,34.508353,true,false,osm_overpass
10103111030,10103111038,0,osm:1104062441,1104062441,footway,18.859925,false,false,osm_overpass
10103111030,10103111109,0,osm:1104062441,1104062441,footway,5.509996,false,false,osm_overpass
10103111037,10103111190,0,osm:1104062455,1104062455,footway,44.184178,false,false,osm_overpass
10103111037,10103111191,0,osm:1104062455,1104062455,footway,24.284018,false,false,osm_overpass
10103111038,10103111030,0,osm:1104062441,1104062441,footway,18.859925,false,false,osm_overpass
10103111038,10103111293,0,osm:1104062441,1104062441,footway,59.500600,false,false,osm_overpass
10103111039,10103111040,0,osm:1104062441,1104062441,footway,6.637935,false,false,osm_overpass
10103111040,10103111039,0,osm:1104062441,1104062441,footway,6.637935,false,false,osm_overpass
10103111040,10103111109,0,osm:1104062441,1104062441,footway,3.415770,false,false,osm_overpass
10103111109,10103111030,0,osm:1104062441,1104062441,footway,5.509996,false,false,osm_overpass
10103111109,10103111040,0,osm:1104062441,1104062441,footway,3.415770,false,false,osm_overpass
10103111120,10103111204,0,osm:1104062457,1104062457,footway,1.977799,false,false,osm_overpass
10103111120,10103111205,0,osm:1104062457,1104062457,footway,18.544953,false,false,osm_overpass
10103111120,10103111209,0,osm:1104062448,1104062448,footway,13.304119,false,false,osm_overpass
10103111121,10103111209,0,osm:1104062448,1104062448,footway,25.167110,false,false,osm_overpass
10103111124,10103111125,0,osm:1104062451,1104062451,service,26.953848,false,false,osm_overpass
10103111124,10103111143,0,osm:86196455,86196455,secondary,56.037102,true,false,osm_overpass
10103111124,436815104,0,osm:86196455,86196455,secondary,14.682260,true,false,osm_overpass
10103111125,10103111389,0,osm:1104062451,1104062451,service,3.589736,false,false,osm_overpass
10103111126,10103111127,0,osm:1104062451,1104062451,service,4.696767,false,false,osm_overpass
10103111127,10103111128,0,osm:1104062451,1104062451,service,4.074872,false,false,osm_overpass
10103111128,10103111129,0,osm:1104062450,1104062450,service,3.837132,false,false,osm_overpass
10103111128,10103111140,0,osm:1104062452,1104062452,service,6.354667,false,false,osm_overpass
10103111129,10103111128,0,osm:1104062450,1104062450,service,3.837132,false,false,osm_overpass
10103111129,10103111130,0,osm:1104062450,1104062450,service,4.660457,false,false,osm_overpass
10103111130,10103111129,0,osm:1104062450,1104062450,service,4.660457,false,false,osm_overpass
10103111130,10103111131,0,osm:1104062450,1104062450,service,3.086451,false,false,osm_overpass
10103111131,10103111130,0,osm:1104062450,1104062450,service,3.086451,false,false,osm_overpass
10103111131,10103111132,0,osm:1104062450,1104062450,service,2.800111,false,false,osm_overpass
10103111132,10103111131,0,osm:1104062450,1104062450,service,2.800111,false,false,osm_overpass
10103111132,10103111133,0,osm:1104062450,1104062450,service,2.812491,false,false,osm_overpass
10103111133,10103111132,0,osm:1104062450,1104062450,service,2.812491,false,false,osm_overpass
10103111133,10103111134,0,osm:1104062450,1104062450,service,2.614763,false,false,osm_overpass
10103111134,10103111133,0,osm:1104062450,1104062450,service,2.614763,false,false,osm_overpass
10103111134,10103111135,0,osm:1104062450,1104062450,service,4.098643,false,false,osm_overpass
10103111135,10103111134,0,osm:1104062450,1104062450,service,4.098643,false,false,osm_overpass
10103111135,10103111136,0,osm:1104062450,1104062450,service,6.602966,false,false,osm_overpass
10103111136,10103111135,0,osm:1104062450,1104062450,service,6.602966,false,false,osm_overpass
10103111136,10103111137,0,osm:1104062450,1104062450,service,4.888746,false,false,osm_overpass
10103111137,10103111136,0,osm:1104062450,1104062450,service,4.888746,false,false,osm_overpass
10103111137,10103111138,0,osm:1104062450,1104062450,service,7.847826,false,false,osm_overpass
10103111138,10103111137,0,osm:1104062450,1104062450,service,7.847826,false,false,osm_overpass
10103111138,10103111144,0,osm:1104062450,1104062450,service,7.055377,false,false,osm_overpass
10103111138,10103111293,0,osm:1104062468,1104062468,footway,26.968102,false,false,osm_overpass
10103111139,10103111144,0,osm:1104062453,1104062453,service,22.357488,false,false,osm_overpass
10103111139,10103111146,0,osm:1104062453,1104062453,service,3.224462,false,false,osm_overpass
10103111140,10103111390,0,osm:1104062452,1104062452,service,3.357972,false,false,osm_overpass
10103111141,10103111142,0,osm:1104062452,1104062452,service,4.760029,false,false,osm_overpass
10103111142,10103111143,0,osm:1104062452,1104062452,service,21.642461,false,false,osm_overpass
10103111143,10103111124,0,osm:86196455,86196455,secondary,56.037102,true,false,osm_overpass
10103111143,436815106,0,osm:86196455,86196455,secondary,54.839869,true,false,osm_overpass
10103111144,10103111138,0,osm:1104062450,1104062450,service,7.055377,false,false,osm_overpass
10103111144,10103111139,0,osm:1104062453,1104062453,service,22.357488,false,false,osm_overpass
10103111145,10103111146,0,osm:1104062453,1104062453,service,2.383573,false,false,osm_overpass
10103111146,10103111139,0,osm:1104062453,1104062453,service,3.224462,false,false,osm_overpass
10103111146,10103111145,0,osm:1104062453,1104062453,service,2.383573,false,false,osm_overpass
10103111165,10103111200,0,osm:1104062455,1104062455,footway,1.379520,false,false,osm_overpass
10103111165,10103111201,0,osm:1104062455,1104062455,footway,6.109571,false,false,osm_overpass
10103111166,10103111167,0,osm:1104062455,1104062455,footway,6.267489,false,false,osm_overpass
10103111166,10103111246,0,osm:1104062455,1104062455,footway,34.036252,false,false,osm_overpass
10103111167,10103111166,0,osm:1104062455,1104062455,footway,6.267489,false,false,osm_overpass
10103111167,10103111273,0,osm:1104062455,1104062455,footway,2.256198,false,false,osm_overpass
10103111168,10103111169,0,osm:1104062455,1104062455,footway,4.182566,false,false,osm_overpass
10103111168,10103111273,0,osm:1104062455,1104062455,footway,47.421715,false,false,osm_overpass
10103111169,10103111168,0,osm:1104062455,1104062455,footway,4.182566,false,false,osm_overpass
10103111169,10103111170,0,osm:1104062455,1104062455,footway,2.552736,false,false,osm_overpass
10103111170,10103111169,0,osm:1104062455,1104062455,footway,2.552736,false,false,osm_overpass
10103111170,10103111171,0,osm:1104062455,1104062455,footway,1.949988,false,false,osm_overpass
10103111171,10103111170,0,osm:1104062455,1104062455,footway,1.949988,false,false,osm_overpass
10103111171,10103111172,0,osm:1104062455,1104062455,footway,2.017320,false,false,osm_overpass
10103111172,10103111171,0,osm:1104062455,1104062455,footway,2.017320,false,false,osm_overpass
10103111172,10103111173,0,osm:1104062455,1104062455,footway,1.983463,false,false,osm_overpass
10103111173,10103111172,0,osm:1104062455,1104062455,footway,1.983463,false,false,osm_overpass
10103111173,10103111174,0,osm:1104062455,1104062455,footway,2.848426,false,false,osm_overpass
10103111174,10103111173,0,osm:1104062455,1104062455,footway,2.848426,false,false,osm_overpass
10103111174,10103111175,0,osm:1104062455,1104062455,footway,6.154359,false,false,osm_overpass
10103111175,10103111174,0,osm:1104062455,1104062455,footway,6.154359,false,false,osm_overpass
10103111175,10103111176,0,osm:1104062455,1104062455,footway,37.123676,false,false,osm_overpass
10103111176,10103111175,0,osm:1104062455,1104062455,footway,37.123676,false,false,osm_overpass
10103111176,10103111177,0,osm:1104062455,1104062455,footway,4.648562,false,false,osm_overpass
10103111177,10103111176,0,osm:1104062455,1104062455,footway,4.648562,false,false,osm_overpass
10103111177,10103111178,0,osm:1104062455,1104062455,footway,7.416114,false,false,osm_overpass
10103111178,10103111177,0,osm:1104062455,1104062455,footway,7.416114,false,false,osm_overpass
10103111178,10103111179,0,osm:1104062455,1104062455,footway,3.358193,false,false,osm_overpass
10103111179,10103111178,0,osm:1104062455,1104062455,footway,3.358193,false,false,osm_overpass
10103111179,10103111180,0,osm:1104062455,1104062455,footway,3.633039,false,false,osm_overpass
10103111180,10103111179,0,osm:1104062455,1104062455,footway,3.633039,false,false,osm_overpass
10103111180,10103111181,0,osm:1104062455,1104062455,footway,9.990909,false,false,osm_overpass
10103111181,10103111180,0,osm:1104062455,1104062455,footway,9.990909,false,false,osm_overpass
10103111181,10103111389,0,osm:1104062455,1104062455,footway,26.290682,false,false,osm_overpass
10103111182,10103111183,0,osm:1104062455,1104062455,footway,6.672657,false,false,osm_overpass
10103111182,10103111390,0,osm:1104062455,1104062455,footway,90.517176,false,false,osm_overpass
10103111183,10103111182,0,osm:1104062455,1104062455,footway,6.672657,false,false,osm_overpass
10103111183,10103111184,0,osm:1104062455,1104062455,footway,6.366286,false,false,osm_overpass
10103111184,10103111183,0,osm:1104062455,1104062455,footway,6.366286,false,false,osm_overpass
10103111184,10103111185,0,osm:1104062455,1104062455,footway,6.383081,false,false,osm_overpass
10103111185,10103111184,0,osm:1104062455,1104062455,footway,6.383081,false,false,osm_overpass
10103111185,10103111186,0,osm:1104062455,1104062455,footway,6.185955,false,false,osm_overpass
10103111186,10103111185,0,osm:1104062455,1104062455,footway,6.185955,false,false,osm_overpass
10103111186,10103111187,0,osm:1104062455,1104062455,footway,5.539883,false,false,osm_overpass
10103111187,10103111186,0,osm:1104062455,1104062455,footway,5.539883,false,false,osm_overpass
10103111187,10103111188,0,osm:1104062455,1104062455,footway,4.227596,false,false,osm_overpass
10103111188,10103111187,0,osm:1104062455,1104062455,footway,4.227596,false,false,osm_overpass
10103111188,10103111189,0,osm:1104062455,1104062455,footway,4.532886,false,false,osm_overpass
10103111189,10103111188,0,osm:1104062455,1104062455,footway,4.532886,false,false,osm_overpass
10103111189,10103111190,0,osm:1104062455,1104062455,footway,5.652033,false,false,osm_overpass
10103111190,10103111037,0,osm:1104062455,1104062455,footway,44.184178,false,false,osm_overpass
10103111190,10103111189,0,osm:1104062455,1104062455,footway,5.652033,false,false,osm_overpass
10103111191,10103111037,0,osm:1104062455,1104062455,footway,24.284018,false,false,osm_overpass
10103111191,10103111192,0,osm:1104062455,1104062455,footway,6.636432,false,false,osm_overpass
10103111192,10103111191,0,osm:1104062455,1104062455,footway,6.636432,false,false,osm_overpass
10103111192,10103111193,0,osm:1104062455,1104062455,footway,10.914771,false,false,osm_overpass
10103111193,10103111192,0,osm:1104062455,1104062455,footway,10.914771,false,false,osm_overpass
10103111193,10103111196,0,osm:1104062455,1104062455,footway,6.219177,false,false,osm_overpass
10103111194,10103111195,0,osm:1104062455,1104062455,footway,1.990128,false,false,osm_overpass
10103111194,10103111196,0,osm:1104062455,1104062455,footway,1.154790,false,false,osm_overpass
10103111195,10103111194,0,osm:1104062455,1104062455,footway,1.990128,false,false,osm_overpass
10103111196,10103111193,0,osm:1104062455,1104062455,footway,6.219177,false,false,osm_overpass
10103111196,10103111194,0,osm:1104062455,1104062455,footway,1.154790,false,false,osm_overpass
10103111198,436815102,0,osm:86196455,86196455,secondary,9.455305,true,false,osm_overpass
10103111198,436815104,0,osm:86196455,86196455,secondary,63.808905,true,false,osm_overpass
10103111199,10103111200,0,osm:1104062455,1104062455,footway,1.323507,false,false,osm_overpass
10103111200,10103111165,0,osm:1104062455,1104062455,footway,1.379520,false,false,osm_overpass
10103111200,10103111199,0,osm:1104062455,1104062455,footway,1.323507,false,false,osm_overpass
10103111201,10103111165,0,osm:1104062455,1104062455,footway,6.109571,false,false,osm_overpass
10103111201,10103111202,0,osm:1104062457,1104062457,footway,9.518120,false,false,osm_overpass
10103111201,10103111246,0,osm:1104062455,1104062455,footway,14.183933,false,false,osm_overpass
10103111202,10103111201,0,osm:1104062457,1104062457,footway,9.518120,false,false,osm_overpass
10103111202,10103111203,0,osm:1104062457,1104062457,footway,2.010900,false,false,osm_overpass
10103111203,10103111202,0,osm:1104062457,1104062457,footway,2.010900,false,false,osm_overpass
10103111203,10103111247,0,osm:1104062457,1104062457,footway,10.383168,false,false,osm_overpass
10103111204,10103111120,0,osm:1104062457,1104062457,footway,1.977799,false,false,osm_overpass
10103111204,10103111247,0,osm:1104062457,1104062457,footway,23.254349,false,false,osm_overpass
10103111205,10103111120,0,osm:1104062457,1104062457,footway,18.544953,false,false,osm_overpass
10103111205,10103111279,0,osm:1104062441,1104062441,footway,16.512691,false,false,osm_overpass
10103111205,10103111280,0,osm:1104062441,1104062441,footway,21.173230,false,false,osm_overpass
10103111209,10103111120,0,osm:1104062448,1104062448,footway,13.304119,false,false,osm_overpass
10103111209,10103111121,0,osm:1104062448,1104062448,footway,25.167110,false,false,osm_overpass
10103111246,10103111166,0,osm:1104062455,1104062455,footway,34.036252,false,false,osm_overpass
10103111246,10103111201,0,osm:1104062455,1104062455,footway,14.183933,false,false,osm_overpass
10103111247,10103111203,0,osm:1104062457,1104062457,footway,10.383168,false,false,osm_overpass
10103111247,10103111204,0,osm:1104062457,1104062457,footway,23.254349,false,false,osm_overpass
10103111273,10103111167,0,osm:1104062455,1104062455,footway,2.256198,false,false,osm_overpass
10103111273,10103111168,0,osm:1104062455,1104062455,footway,47.421715,false,false,osm_overpass
10103111273,10103111278,0,osm:1104062467,1104062467,footway,3.763090,false,false,osm_overpass
10103111274,10103111275,0,osm:1104062467,1104062467,footway,2.765730,false,false,osm_overpass
10103111274,10103111278,0,osm:1104062467,1104062467,footway,1.696811,false,false,osm_overpass
10103111275,10103111274,0,osm:1104062467,1104062467,footway,2.765730,false,false,osm_overpass
10103111275,10103111276,0,osm:1104062467,1104062467,footway,2.813172,false,false,osm_overpass
10103111276,10103111275,0,osm:1104062467,1104062467,footway,2.813172,false,false,osm_overpass
10103111276,10103111277,0,osm:1104062467,1104062467,footway,7.415724,false,false,osm_overpass
10103111277,10103111276,0,osm:1104062467,1104062467,footway,7.415724,false,false,osm_overpass
10103111277,10103111279,0,osm:1104062441,1104062441,footway,4.550563,false,false,osm_overpass
10103111277,10103111281,0,osm:1104062441,1104062441,footway,2.908806,false,false,osm_overpass
