node_id,x_lon,y_lat,source
10103111139,127.139420,37.505177,osm_overpass
10103111140,127.139482,37.505781,osm_overpass
10103111141,127.139455,37.505813,osm_overpass
10103111142,127.139429,37.505850,osm_overpass
10103111143,127.139331,37.506028,osm_overpass
10103111144,127.139497,37.505368,osm_overpass
10103111145,127.139415,37.505127,osm_overpass
10103111146,127.139416,37.505148,osm_overpass
10103111165,127.140298,37.504380,osm_overpass
10103111166,127.139710,37.504524,osm_overpass
10103111167,127.139644,37.504544,osm_overpass
10103111168,127.139145,37.504749,osm_overpass
10103111169,127.139110,37.504775,osm_overpass
10103111170,127.139090,37.504792,osm_overpass
10103111171,127.139082,37.504808,osm_overpass
10103111172,127.139077,37.504825,osm_overpass
10103111173,127.139078,37.504843,osm_overpass
10103111174,127.139082,37.504869,osm_overpass
10103111175,127.139101,37.504922,osm_overpass
10103111176,127.139215,37.505243,osm_overpass
10103111177,127.139237,37.505280,osm_overpass
10103111178,127.139276,37.505339,osm_overpass
10103111179,127.139294,37.505366,osm_overpass
10103111180,127.139310,37.505396,osm_overpass
10103111181,127.139344,37.505482,osm_overpass
10103111182,127.139746,37.506587,osm_overpass
10103111183,127.139777,37.506642,osm_overpass
10103111184,127.139828,37.506682,osm_overpass
10103111185,127.139887,37.506715,osm_overpass
10103111186,127.139953,37.506734,osm_overpass
10103111187,127.140013,37.506748,osm_overpass
10103111188,127.140061,37.506750,osm_overpass
10103111189,127.140112,37.506749,osm_overpass
10103111190,127.140175,37.506739,osm_overpass
10103111191,127.140913,37.506550,osm_overpass
10103111192,127.140985,37.506535,osm_overpass
10103111193,127.141106,37.506512,osm_overpass
10103111194,127.141188,37.506501,osm_overpass
10103111195,127.141210,37.506498,osm_overpass
10103111196,127.141175,37.506503,osm_overpass
10103111198,127.138891,37.504871,osm_overpass
10103111199,127.140321,37.504393,osm_overpass
10103111200,127.140314,37.504382,osm_overpass
10103111201,127.140232,37.504396,osm_overpass
10103111202,127.140211,37.504480,osm_overpass
10103111203,127.140203,37.504497,osm_overpass
10103111204,127.139935,37.504712,osm_overpass
10103111205,127.139787,37.504843,osm_overpass
10103111209,127.140084,37.504764,osm_overpass
10103111246,127.140079,37.504434,osm_overpass
10103111247,127.140120,37.504563,osm_overpass
10103111273,127.139622,37.504554,osm_overpass
10103111274,127.139642,37.504600,osm_overpass
10103111275,127.139647,37.504624,osm_overpass
10103111276,127.139644,37.504650,osm_overpass
10103111277,127.139614,37.504712,osm_overpass
10103111278,127.139636,37.504586,osm_overpass
10103111279,127.139653,37.504739,osm_overpass
10103111280,127.139955,37.504978,osm_overpass
10103111281,127.139586,37.504699,osm_overpass
10103111282,127.139552,37.504696,osm_overpass
10103111283,127.139502,37.504700,osm_overpass
10103111284,127.139443,37.504713,osm_overpass
10103111285,127.139399,37.504731,osm_overpass
10103111286,127.139333,37.504783,osm_overpass
10103111287,127.139305,37.504813,osm_overpass
10103111288,127.139296,37.504834,osm_overpass
10103111289,127.139294,37.504860,osm_overpass
10103111290,127.139295,37.504890,osm_overpass
10103111291,127.139309,37.504917,osm_overpass
10103111292,127.139324,37.504940,osm_overpass
10103111293,127.139741,37.505260,osm_overpass
10103111389,127.139426,37.505709,osm_overpass
10103111390,127.139461,37.505806,osm_overpass
10138989606,127.101462,37.504212,osm_overpass
10147154135,127.109921,37.546988,osm_overpass
10147154136,127.109283,37.545846,osm_overpass
10147154137,127.108576,37.545131,osm_overpass
10147169341,127.088830,37.528001,osm_overpass
1019335963,127.090178,37.529749,osm_overpass
1019335998,127.090056,37.529700,osm_overpass
1019336001,127.089844,37.529689,osm_overpass
1019336032,127.089017,37.529916,osm_overpass
10215550333,127.081230,37.506174,osm_overpass
10215550334,127.081281,37.506309,osm_overpass
10215550347,127.083006,37.505662,osm_overpass
10215550348,127.083051,37.505758,osm_overpass
10580120924,127.128326,37.511789,osm_overpass
10580120925,127.128206,37.511595,osm_overpass
10580120926,127.127811,37.512019,osm_overpass
10580120935,127.133787,37.509336,osm_overpass
10580120936,127.133910,37.509495,osm_overpass
10580165414,127.118584,37.505437,osm_overpass
10637227113,127.100182,37.512003,osm_overpass
10657507155,127.118836,37.500823,osm_overpass
10657507156,127.118948,37.500790,osm_overpass
10657507157,127.119064,37.500878,osm_overpass
10657507158,127.119176,37.500917,osm_overpass
10657507159,127.119253,37.501051,osm_overpass
10657507160,127.119407,37.501148,osm_overpass
10657507161,127.119603,37.501287,osm_overpass
10657507162,127.119491,37.501381,osm_overpass
10657507163,127.119449,37.501476,osm_overpass
10657507164,127.119246,37.501606,osm_overpass
10657507165,127.119207,37.501717,osm_overpass
10657507166,127.119116,37.501717,osm_overpass
10657507167,127.118906,37.501656,osm_overpass
10657507168,127.118840,37.501556,osm_overpass
10657507169,127.118752,37.501495,osm_overpass
10657507170,127.118609,37.501459,osm_overpass
10657507171,127.118504,37.501362,osm_overpass
10657507172,127.118055,37.501353,osm_overpass
10657507173,127.118542,37.501195,osm_overpass
10657507174,127.118707,37.500976,osm_overpass
10682642861,127.137231,37.518415,osm_overpass
10682642862,127.137514,37.518285,osm_overpass
10777963309,127.117690,37.525683,osm_overpass
10777963310,127.117757,37.525665,osm_overpass
10833087498,127.104692,37.518425,osm_overpass
10833087499,127.104779,37.518402,osm_overpass
10833087500,127.104927,37.517883,osm_overpass
10833087501,127.105253,37.518013,osm_overpass
10833087502,127.104844,37.518224,osm_overpass
10833087503,127.104911,37.518020,osm_overpass
10833087504,127.104942,37.517756,osm_overpass
10833309605,127.104969,37.517502,osm_overpass
10833309606,127.105141,37.518806,osm_overpass
10833309607,127.104944,37.518762,osm_overpass
10833309608,127.104745,37.518713,osm_overpass
10833309609,127.105500,37.517541,osm_overpass
10833309613,127.107980,37.519154,osm_overpass
10833309614,127.108084,37.519100,osm_overpass
10833309615,127.107994,37.519085,osm_overpass
10833309616,127.105763,37.518736,osm_overpass
10833309617,127.105309,37.518657,osm_overpass
10833309618,127.105170,37.518493,osm_overpass
10833309619,127.105146,37.518411,osm_overpass
10833309620,127.105225,37.518558,osm_overpass
10833309621,127.105034,37.518517,osm_overpass
10833309622,127.104816,37.518493,osm_overpass
10833309623,127.104777,37.518487,osm_overpass
10833309624,127.105174,37.518703,osm_overpass
10833309625,127.105158,37.518892,osm_overpass
10833309626,127.104684,37.518466,osm_overpass
10833309627,127.104841,37.518406,osm_overpass
10833309628,127.104761,37.518452,osm_overpass
10833309629,127.104755,37.518562,osm_overpass
10833309630,127.104719,37.518709,osm_overpass
10833309631,127.104659,37.518719,osm_overpass
10833309632,127.104440,37.518436,osm_overpass
10833309633,127.104605,37.518640,osm_overpass
10833309634,127.104615,37.518721,osm_overpass
10833309635,127.104628,37.518915,osm_overpass
10833309636,127.104118,37.519777,osm_overpass
10833309638,127.103449,37.521032,osm_overpass
10833309639,127.103412,37.521020,osm_overpass
10833309640,127.103365,37.521098,osm_overpass
10833309641,127.101478,37.524433,osm_overpass
10855673144,127.096963,37.502187,osm_overpass
10855673145,127.096759,37.502384,osm_overpass
10855673146,127.096758,37.502496,osm_overpass
10855673147,127.097281,37.502381,osm_overpass
10855673148,127.097281,37.502496,osm_overpass
10855673149,127.097010,37.502774,osm_overpass
10855673151,127.096987,37.502493,osm_overpass
10860471673,127.105427,37.512666,osm_overpass
10860471674,127.105288,37.512566,osm_overpass
10860471675,127.105146,37.512515,osm_overpass
10860471676,127.105031,37.512461,osm_overpass
10860471677,127.104920,37.512407,osm_overpass
10860471678,127.105464,37.512725,osm_overpass
10860471679,127.105597,37.512514,osm_overpass
10860471680,127.105221,37.509808,osm_overpass
10860471681,127.105159,37.509817,osm_overpass
10860471682,127.105140,37.509882,osm_overpass
10860471683,127.105069,37.509915,osm_overpass
10860471684,127.104999,37.509964,osm_overpass
10860471685,127.105312,37.509881,osm_overpass
10860471686,127.105132,37.510042,osm_overpass
10861437531,127.104064,37.521889,osm_overpass
10861437532,127.104079,37.521462,osm_overpass
10887276834,127.029293,37.541403,osm_overpass
10887276836,127.028743,37.542716,osm_overpass
10887276837,127.028577,37.542464,osm_overpass
10887276838,127.028554,37.542350,osm_overpass
10887276839,127.028557,37.542259,osm_overpass
10887276840,127.028581,37.542159,osm_overpass
10887276841,127.028794,37.541668,osm_overpass
10887276842,127.028876,37.541574,osm_overpass
10887276843,127.028991,37.541495,osm_overpass
10895843073,127.030223,37.541320,osm_overpass
10908558418,127.044066,37.537219,osm_overpass
10911566222,127.109803,37.501911,osm_overpass
10911566223,127.109840,37.501874,osm_overpass
10911566224,127.109889,37.501810,osm_overpass
10911566225,127.110062,37.501789,osm_overpass
10911566226,127.109313,37.502717,osm_overpass
10911566227,127.110242,37.502201,osm_overpass
10911566228,127.110129,37.502138,osm_overpass
10911566229,127.109916,37.502047,osm_overpass
10911566230,127.109821,37.502003,osm_overpass
10911566231,127.109522,37.503095,osm_overpass
10911566234,127.110467,37.502088,osm_overpass
10911566235,127.110386,37.502068,osm_overpass
10911566238,127.110393,37.501847,osm_overpass
10911566239,127.110193,37.501731,osm_overpass
10911566240,127.110136,37.501731,osm_overpass
10911566241,127.110868,37.501332,osm_overpass
10911566242,127.110524,37.501926,osm_overpass
10911566243,127.111268,37.501181,osm_overpass
10911566244,127.111577,37.500848,osm_overpass
10911566245,127.111783,37.500591,osm_overpass
10911566246,127.111858,37.500514,osm_overpass
10911566247,127.112523,37.499746,osm_overpass
10911566248,127.112944,37.499343,osm_overpass
10911566249,127.113289,37.498965,osm_overpass
10911566250,127.113453,37.498787,osm_overpass
10911566251,127.113631,37.498619,osm_overpass
10911566252,127.113805,37.498515,osm_overpass
10911566258,127.113993,37.498447,osm_overpass
10923878732,127.111971,37.536078,osm_overpass
10923878733,127.111607,37.535749,osm_overpass
10923878736,127.110858,37.534850,osm_overpass
10923878737,127.110586,37.534459,osm_overpass
10923878742,127.110276,37.533957,osm_overpass
10923878743,127.110106,37.533636,osm_overpass
10923878744,127.109964,37.533346,osm_overpass
10923878745,127.109813,37.532971,osm_overpass
10923878746,127.109877,37.533138,osm_overpass
10923878753,127.108976,37.529739,osm_overpass
10923878754,127.109057,37.529712,osm_overpass
10923878755,127.109136,37.529734,osm_overpass
10923878756,127.109200,37.529775,osm_overpass
10923878757,127.109162,37.529515,osm_overpass
10923878758,127.109384,37.529769,osm_overpass
10923878759,127.109508,37.529930,osm_overpass
10923878760,127.109890,37.530797,osm_overpass
10923878761,127.109983,37.531250,osm_overpass
10923878762,127.110014,37.531608,osm_overpass
10923878763,127.110155,37.532879,osm_overpass
10923878764,127.110203,37.533102,osm_overpass
10923878765,127.110365,37.533584,osm_overpass
10923878766,127.110665,37.534190,osm_overpass
10923878767,127.111032,37.534776,osm_overpass
10923878768,127.111157,37.534949,osm_overpass
10923878769,127.111693,37.535489,osm_overpass
10923878770,127.112253,37.535964,osm_overpass
10923878771,127.112706,37.536323,osm_overpass
10923878790,127.109295,37.532087,osm_overpass
10923878791,127.108737,37.530354,osm_overpass
10923878792,127.108662,37.530113,osm_overpass
10923878793,127.108604,37.529961,osm_overpass
10923878794,127.108536,37.529811,osm_overpass
10923878795,127.108326,37.529467,osm_overpass
10923878796,127.108109,37.529154,osm_overpass
10923878797,127.107899,37.528891,osm_overpass
10923878798,127.107710,37.528663,osm_overpass
10923878799,127.107392,37.528397,osm_overpass
10923878800,127.107682,37.528756,osm_overpass
10923878801,127.107720,37.528850,osm_overpass
10923878802,127.107752,37.528937,osm_overpass
10923878803,127.107777,37.529050,osm_overpass
10923878804,127.107804,37.529285,osm_overpass
10923903105,127.107806,37.529418,osm_overpass
10923903106,127.107795,37.529545,osm_overpass
10923903107,127.107726,37.529823,osm_overpass
10923903108,127.107570,37.530148,osm_overpass
10923903109,127.107466,37.530284,osm_overpass
10923903110,127.107347,37.530435,osm_overpass
10923903111,127.107181,37.530650,osm_overpass
10923903112,127.108310,37.529635,osm_overpass
10923903113,127.107377,37.530544,osm_overpass
10923903114,127.106728,37.527786,osm_overpass
10923903115,127.106619,37.527710,osm_overpass
10923903116,127.106505,37.527628,osm_overpass
10923903117,127.107083,37.528087,osm_overpass
10923903118,127.106858,37.527887,osm_overpass
10923903119,127.107645,37.528689,osm_overpass
10923903120,127.106718,37.527695,osm_overpass
10923903121,127.107557,37.528496,osm_overpass
10923903122,127.107409,37.528346,osm_overpass
10923903123,127.106408,37.527544,osm_overpass
10923903124,127.106327,37.527469,osm_overpass
10923903125,127.106243,37.527386,osm_overpass
10923903126,127.106169,37.527299,osm_overpass
10923903127,127.106104,37.527215,osm_overpass
10923903128,127.105969,37.527041,osm_overpass
10923903129,127.105820,37.526876,osm_overpass
10923903130,127.105675,37.526725,osm_overpass
10923903131,127.105546,37.526596,osm_overpass
10923903132,127.105403,37.526456,osm_overpass
10923903133,127.105311,37.526359,osm_overpass
10923903134,127.105222,37.526261,osm_overpass
10923903136,127.105033,37.525952,osm_overpass
10923903137,127.106401,37.527426,osm_overpass
10923903138,127.106342,37.527364,osm_overpass
10923903139,127.106309,37.527313,osm_overpass
10923903140,127.106288,37.527260,osm_overpass
10923903141,127.106281,37.527214,osm_overpass
10923903142,127.106282,37.527162,osm_overpass
10923903143,127.106295,37.527110,osm_overpass
10923903144,127.106330,37.527045,osm_overpass
10923903145,127.106373,37.526996,osm_overpass
10923903146,127.106424,37.526957,osm_overpass
10923903147,127.106488,37.526929,osm_overpass
10923903148,127.106558,37.526909,osm_overpass
10923903149,127.106615,37.526901,osm_overpass
10923903150,127.106688,37.526902,osm_overpass
10923903151,127.106760,37.526916,osm_overpass
10923903152,127.106829,37.526941,osm_overpass
10923903153,127.106888,37.526975,osm_overpass
10923903154,127.106937,37.527013,osm_overpass
10923903155,127.107003,37.527078,osm_overpass
10923903156,127.107183,37.527274,osm_overpass
10923903157,127.107709,37.527792,osm_overpass
10923903158,127.108209,37.528059,osm_overpass
10923903159,127.109949,37.528042,osm_overpass
10923903160,127.110752,37.527661,osm_overpass
10923903161,127.108836,37.528251,osm_overpass
10923903162,127.108971,37.528256,osm_overpass
10923903163,127.109080,37.528251,osm_overpass
10923903164,127.109197,37.528240,osm_overpass
10923903165,127.109345,37.528220,osm_overpass
10923903166,127.109618,37.528162,osm_overpass
10923903167,127.109733,37.528126,osm_overpass
10923903168,127.108864,37.528556,osm_overpass
10923903169,127.109151,37.528605,osm_overpass
10923903170,127.109120,37.528651,osm_overpass
10923903171,127.109482,37.528194,osm_overpass
10923903172,127.109545,37.528129,osm_overpass
10923903173,127.109653,37.528355,osm_overpass
10923903174,127.109606,37.528255,osm_overpass
10923903175,127.109414,37.528280,osm_overpass
10923903176,127.109561,37.528419,osm_overpass
10923903177,127.109408,37.528530,osm_overpass
10923903178,127.109230,37.528676,osm_overpass
10923903179,127.109043,37.528837,osm_overpass
10923903180,127.108848,37.529014,osm_overpass
10923903181,127.108482,37.529367,osm_overpass
10923903182,127.108025,37.529817,osm_overpass
10923903183,127.107877,37.529964,osm_overpass
10923903184,127.107684,37.530144,osm_overpass
10923903185,127.107468,37.530354,osm_overpass
10923903187,127.107430,37.530330,osm_overpass
10923903188,127.109587,37.528215,osm_overpass
10923903205,127.108522,37.528195,osm_overpass
10923903206,127.108084,37.527986,osm_overpass
10923903207,127.107977,37.527897,osm_overpass
10923903208,127.107452,37.527370,osm_overpass
10923903209,127.107215,37.527097,osm_overpass
10923903210,127.107029,37.526945,osm_overpass
10923903211,127.106836,37.526835,osm_overpass
10923903213,127.106275,37.526704,osm_overpass
10923903216,127.106634,37.527061,osm_overpass
10923903217,127.106916,37.527283,osm_overpass
10923903218,127.107717,37.528019,osm_overpass
10923903219,127.107868,37.527895,osm_overpass
10923903220,127.108037,37.528025,osm_overpass
10923903221,127.108137,37.528085,osm_overpass
10923903222,127.107782,37.527891,osm_overpass
10923903223,127.108820,37.528982,osm_overpass
10923903224,127.109153,37.529323,osm_overpass
10923903225,127.109295,37.529467,osm_overpass
10923903226,127.109465,37.529635,osm_overpass
10923903227,127.109616,37.529795,osm_overpass
10923903228,127.109719,37.529930,osm_overpass
10923903229,127.110013,37.530400,osm_overpass
10923903230,127.109704,37.529786,osm_overpass
10923903231,127.109600,37.529446,osm_overpass
10923903232,127.109596,37.529211,osm_overpass
10923903233,127.109662,37.528981,osm_overpass
10923903234,127.109783,37.528744,osm_overpass
10923903235,127.109931,37.528560,osm_overpass
10923903236,127.109805,37.530047,osm_overpass
10923903237,127.109837,37.530002,osm_overpass
10923903238,127.110062,37.530540,osm_overpass
10923903239,127.110100,37.530678,osm_overpass
10923903240,127.110132,37.530812,osm_overpass
10923903241,127.110169,37.530993,osm_overpass
10923903242,127.110191,37.531137,osm_overpass
10923903243,127.110207,37.531271,osm_overpass
10923903244,127.110220,37.531452,osm_overpass
10923903245,127.110247,37.532165,osm_overpass
10923903246,127.110261,37.532339,osm_overpass
10923903247,127.110290,37.532584,osm_overpass
10923903248,127.110333,37.532822,osm_overpass
10923903249,127.110389,37.533066,osm_overpass
10923903250,127.110411,37.533228,osm_overpass
10923903251,127.110456,37.533422,osm_overpass
10923903252,127.110534,37.533628,osm_overpass
10923903253,127.110666,37.533892,osm_overpass
10923903254,127.110109,37.530053,osm_overpass
10923903255,127.110070,37.530098,osm_overpass
10923903256,127.110048,37.530146,osm_overpass
10923903257,127.110048,37.530265,osm_overpass
10923903258,127.110087,37.530369,osm_overpass
10923903259,127.110135,37.530507,osm_overpass
10923903260,127.110182,37.530680,osm_overpass
10923903261,127.110243,37.531010,osm_overpass
10923903262,127.110268,37.531283,osm_overpass
10923903263,127.110257,37.531153,osm_overpass
10923903264,127.110217,37.530848,osm_overpass
10923903265,127.110041,37.530202,osm_overpass
10923903266,127.110270,37.531385,osm_overpass
10923903267,127.110270,37.531617,osm_overpass
10923903268,127.110234,37.531818,osm_overpass
10926471870,127.118591,37.500519,osm_overpass
10926471871,127.118997,37.500413,osm_overpass
10926471872,127.118967,37.500080,osm_overpass
10926471873,127.118597,37.500186,osm_overpass
10926471875,127.117642,37.499430,osm_overpass
10944115544,127.105397,37.507421,osm_overpass
10944115545,127.104776,37.508217,osm_overpass
10944115546,127.105298,37.507706,osm_overpass
10944115547,127.105768,37.507163,osm_overpass
10944115548,127.106411,37.506472,osm_overpass
10944115549,127.106994,37.505069,osm_overpass
10944115550,127.106901,37.505181,osm_overpass
10944115551,127.106808,37.505294,osm_overpass
10944115552,127.107080,37.504965,osm_overpass
10944115553,127.107208,37.505030,osm_overpass
10944115554,127.107409,37.505130,osm_overpass
10944115555,127.106932,37.505354,osm_overpass
10944115556,127.107128,37.505454,osm_overpass
10944115557,127.106445,37.505900,osm_overpass
10944115558,127.107122,37.505131,osm_overpass
10944115559,127.106711,37.504935,osm_overpass
10944115560,127.105833,37.504536,osm_overpass
10944115561,127.105715,37.504488,osm_overpass
10944115562,127.107289,37.505625,osm_overpass
10944115563,127.107325,37.505543,osm_overpass
10944115564,127.107416,37.505438,osm_overpass
10944115565,127.107515,37.505325,osm_overpass
10944115566,127.107597,37.505237,osm_overpass
10944115567,127.108142,37.505433,osm_overpass
10944115568,127.107820,37.505207,osm_overpass
10944115569,127.107971,37.504517,osm_overpass
10944115570,127.108389,37.504099,osm_overpass
10944115571,127.107800,37.504939,osm_overpass
10944115572,127.108321,37.504396,osm_overpass
10983344440,127.099920,37.512728,osm_overpass
10983344441,127.100103,37.512578,osm_overpass
10983344442,127.100294,37.512490,osm_overpass
10983344443,127.100357,37.512427,osm_overpass
10983344444,127.100352,37.512312,osm_overpass
10983344445,127.100550,37.512149,osm_overpass
10983344446,127.100728,37.512134,osm_overpass
10983344447,127.101161,37.511601,osm_overpass
10983344448,127.101381,37.511294,osm_overpass
10983344449,127.101375,37.511142,osm_overpass
10983344450,127.101314,37.511071,osm_overpass
10983344451,127.100438,37.510653,osm_overpass
10983344452,127.101379,37.511162,osm_overpass
10983344453,127.101424,37.511157,osm_overpass
10983344454,127.101511,37.511072,osm_overpass
10983344455,127.101446,37.511167,osm_overpass
10983344456,127.101578,37.511233,osm_overpass
10983344457,127.101830,37.511372,osm_overpass
10983344458,127.101242,37.510940,osm_overpass
10983344459,127.101410,37.511088,osm_overpass
10983344460,127.101423,37.511223,osm_overpass
10983344461,127.101390,37.511464,osm_overpass
10983344462,127.101819,37.510925,osm_overpass
11011926972,127.128261,37.504120,osm_overpass
11011926974,127.127687,37.504308,osm_overpass
11011926976,127.127949,37.503812,osm_overpass
11021415434,127.031573,37.544568,osm_overpass
11021415435,127.031493,37.544478,osm_overpass
11021415436,127.028989,37.542938,osm_overpass
11021415437,127.029607,37.543289,osm_overpass
11028990567,127.115068,37.560954,osm_overpass
11069243721,127.096659,37.518166,osm_overpass
11069243722,127.096947,37.517641,osm_overpass
11069243723,127.097907,37.516655,osm_overpass
11069243724,127.098182,37.516275,osm_overpass
11069243725,127.097985,37.516306,osm_overpass
11069243726,127.098281,37.516196,osm_overpass
11069243727,127.098422,37.516182,osm_overpass
11069243728,127.097082,37.516679,osm_overpass
11069243729,127.097129,37.516545,osm_overpass
11069243730,127.096731,37.517648,osm_overpass
11069243731,127.099661,37.514553,osm_overpass
11069243732,127.100066,37.513985,osm_overpass
11069243733,127.099882,37.513577,osm_overpass
11069243734,127.098785,37.510309,osm_overpass
11069243735,127.098915,37.510323,osm_overpass
11069243736,127.098985,37.510308,osm_overpass
11069243737,127.099031,37.510276,osm_overpass
11069243738,127.099077,37.510105,osm_overpass
11069243739,127.099950,37.510456,osm_overpass
11090683558,127.108954,37.503681,osm_overpass
11090683559,127.108807,37.503610,osm_overpass
11090683560,127.108590,37.503500,osm_overpass
11090683561,127.108499,37.503458,osm_overpass
11090683562,127.107724,37.504313,osm_overpass
11090683563,127.107303,37.504785,osm_overpass
11090683564,127.107108,37.504800,osm_overpass
11090683565,127.105693,37.507112,osm_overpass
11090683566,127.105443,37.506993,osm_overpass
11090683567,127.105322,37.506931,osm_overpass
11090683568,127.105715,37.506498,osm_overpass
11090683569,127.104609,37.507737,osm_overpass
11090683570,127.104341,37.508012,osm_overpass
11090683571,127.106662,37.505276,osm_overpass
11090683572,127.106684,37.505429,osm_overpass
11090683573,127.104017,37.508369,osm_overpass
11090683574,127.098784,37.514291,osm_overpass
11104707637,127.111766,37.499832,osm_overpass
11104707640,127.110606,37.501164,osm_overpass
11104837954,127.111647,37.500209,osm_overpass
11104837956,127.111686,37.500223,osm_overpass
11104837957,127.111493,37.500426,osm_overpass
11104837958,127.111064,37.500938,osm_overpass
11104837959,127.110819,37.501209,osm_overpass
11104837960,127.111522,37.500439,osm_overpass
11104837961,127.111197,37.500846,osm_overpass
11104837964,127.110431,37.501615,osm_overpass
11104837965,127.110264,37.501772,osm_overpass
11104837968,127.109653,37.502537,osm_overpass
11104837969,127.109381,37.502751,osm_overpass
11104837970,127.108886,37.503298,osm_overpass
11104837974,127.108815,37.503306,osm_overpass
11104837975,127.108658,37.503538,osm_overpass
11104837976,127.108059,37.504238,osm_overpass
11104837980,127.108692,37.503557,osm_overpass
11104837981,127.108538,37.503765,osm_overpass
11104837982,127.108202,37.504141,osm_overpass
11104837991,127.106526,37.506048,osm_overpass
11104837993,127.105436,37.507243,osm_overpass
11104837994,127.105558,37.507057,osm_overpass
11104837995,127.105525,37.507041,osm_overpass
11104837996,127.104620,37.507979,osm_overpass
11119145872,127.086623,37.509354,osm_overpass
11119145875,127.096962,37.506586,osm_overpass
11123480922,127.101293,37.512731,osm_overpass
11123480923,127.101264,37.513339,osm_overpass
11123480924,127.101279,37.512369,osm_overpass
11123480925,127.101423,37.512480,osm_overpass
11123480931,127.101140,37.512450,osm_overpass
11123480932,127.100889,37.512804,osm_overpass
11123497451,127.041519,37.537879,osm_overpass
11123497471,127.060023,37.532096,osm_overpass
11123497475,127.060823,37.531637,osm_overpass
11135480917,127.064448,37.529935,osm_overpass
11135480918,127.064391,37.529978,osm_overpass
11135480919,127.064328,37.530015,osm_overpass
11135480921,127.064249,37.530053,osm_overpass
