policy_id,scenario_id,road_noise_sigma,turnaround_noise_lambda,seed,penalized_makespan,completion_rate,censored_count
baseline_multimodal,no_disruption,0.05,0.0,3,46.42853232039289,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,4,46.383464232136454,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,5,46.408757510079134,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,6,46.43326200824711,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,7,46.407812452039494,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,8,46.38613993392378,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,9,46.37548213194588,1.0,0
baseline_multimodal,no_disruption,0.05,0.0,10,46.428068064672864,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,1,46.40592500324892,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,2,46.42631627114352,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,3,46.42853232039289,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,4,46.383464232136454,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,5,46.408757510079134,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,6,46.43326200824711,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,7,46.407812452039494,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,8,46.38613993392378,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,9,46.37548213194588,1.0,0
baseline_multimodal,no_disruption,0.05,0.2,10,46.428068064672864,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,1,46.40592500324892,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,2,51.1440431889041,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,3,46.42853232039289,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,4,46.383464232136454,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,5,47.956077924013755,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,6,46.43326200824711,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,7,46.407812452039494,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,8,46.38613993392378,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,9,46.37548213194588,1.0,0
baseline_multimodal,no_disruption,0.05,0.4,10,46.428068064672864,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,1,46.39193328251826,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,2,46.43271581830749,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,3,46.43714791680624,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,4,46.34701174029335,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,5,46.39759829617872,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,6,46.4466072925147,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,7,46.39570818009939,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,8,46.35236314386802,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,9,46.33104753991223,1.0,0
baseline_multimodal,no_disruption,0.1,0.0,10,46.43621940536619,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,1,46.39193328251826,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,2,46.43271581830749,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,3,46.43714791680624,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,4,46.34701174029335,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,5,46.39759829617872,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,6,46.4466072925147,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,7,46.39570818009939,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,8,46.35236314386802,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,9,46.33104753991223,1.0,0
baseline_multimodal,no_disruption,0.1,0.2,10,46.43621940536619,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,1,46.39193328251826,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,2,51.15712465077046,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,3,46.43714791680624,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,4,46.34701174029335,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,5,47.92303852786656,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,6,46.4466072925147,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,7,46.39570818009939,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,8,46.35236314386802,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,9,46.33104753991223,1.0,0
baseline_multimodal,no_disruption,0.1,0.4,10,46.43621940536619,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,1,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,2,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,3,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,4,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,5,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,6,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,7,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,8,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,9,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.0,10,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,1,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,2,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,3,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,4,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,5,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,6,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,7,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,8,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,9,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.2,10,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,1,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,2,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,3,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,4,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,5,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,6,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,7,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,8,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,9,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.0,0.4,10,96.43915122170311,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,1,92.55432317151067,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,2,96.40748206594856,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,3,99.21415949442846,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,4,91.57916137796641,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,5,96.43790562891222,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,6,97.96603420131292,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,7,96.86719461516019,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,8,94.56561519964089,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,9,97.52101559159773,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.0,10,99.48638008786716,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,1,92.55432317151067,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,2,96.40748206594856,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,3,99.21415949442846,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,4,91.57916137796641,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,5,96.43790562891222,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,6,97.96603420131292,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,7,96.86719461516019,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,8,94.56561519964089,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,9,97.52101559159773,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.2,10,99.48638008786716,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,1,92.55432317151067,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,2,96.40748206594856,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,3,99.21415949442846,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,4,91.57916137796641,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,5,96.43790562891222,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,6,97.96603420131292,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,7,96.86719461516019,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,8,94.56561519964089,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,9,97.52101559159773,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.05,0.4,10,99.48638008786716,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,1,88.66949512131816,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,2,96.375812910194,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,3,101.98916776715377,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,4,88.13430325530831,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,5,96.4366600361213,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,6,99.49291718092265,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,7,97.29523800861725,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,8,97.94655231259141,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,9,98.60287996149232,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.0,10,102.53360895403115,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,1,88.66949512131816,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,2,96.375812910194,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,3,101.98916776715377,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,4,88.13430325530831,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,5,96.4366600361213,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,6,99.49291718092265,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,7,97.29523800861725,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,8,97.94655231259141,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,9,98.60287996149232,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.2,10,102.53360895403115,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,1,88.66949512131816,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,2,96.375812910194,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,3,101.98916776715377,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,4,88.13430325530831,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,5,96.4366600361213,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,6,99.49291718092265,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,7,97.29523800861725,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,8,97.94655231259141,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,9,98.60287996149232,1.0,0
heavy_congestion_bus,songpa_spatial_tancheon_corridor,0.1,0.4,10,102.53360895403115,1.0,0
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.0,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.2,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.0,0.4,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.0,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,9,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.2,10,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,1,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,2,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,3,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,4,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,5,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,6,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,7,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,8,7400.0,0.0,24
baseline_multimodal,songpa_critical_link_blockage,0.05,0.4,9,7400.0,0.0,24
