region_id,graph_source,method,parameter_id,salib_name,level,parameter_value,baseline_value,low_value,high_value,unit,applies_to,scenario_filter,policy_id,scenario_id,scenario_family,scenario_type,seed,mode,completion_rate,censored_count,penalized_makespan,total_service_minutes,passengers_per_total_service_minute,delta_completion_rate,abs_delta_completion_rate,delta_censored_count,abs_delta_censored_count,delta_penalized_makespan,abs_delta_penalized_makespan,delta_total_service_minutes,abs_delta_total_service_minutes,delta_passengers_per_total_service_minute,abs_delta_passengers_per_total_service_minute,selected_edge_count,selected_edge_probability,notes,claim_scope
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,passenger_arrival_variability,passenger_arrival_variability,high,0.5,0.25,0.15,0.5,lognormal sigma,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.85,1.8678,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Arrival-tail uncertainty for the fixed-seed pilot scaffold screening run. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,passenger_arrival_variability,passenger_arrival_variability,high,0.5,0.25,0.15,0.5,lognormal sigma,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Arrival-tail uncertainty for the fixed-seed pilot scaffold screening run. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,passenger_arrival_variability,passenger_arrival_variability,high,0.5,0.25,0.15,0.5,lognormal sigma,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Arrival-tail uncertainty for the fixed-seed pilot scaffold screening run. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,direct_bus_fleet_size,direct_bus_fleet_size,low,1,3,1,5,vehicles,bus_only,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,33.84,12.84,1.8696,0.0,0.0,0,0,14.56,14.56,0.0,0.0,0.0,0.0,4,1.0,parameter=Direct-road vehicle availability varied only for bus-only policy rows. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,direct_bus_fleet_size,direct_bus_fleet_size,low,1,3,1,5,vehicles,bus_only,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,33.85,12.85,1.8678,0.0,0.0,0,0,14.57,14.57,0.0,0.0,0.0,0.0,21,1.0,parameter=Direct-road vehicle availability varied only for bus-only policy rows. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,direct_bus_fleet_size,direct_bus_fleet_size,high,5,3,1,5,vehicles,bus_only,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8696,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Direct-road vehicle availability varied only for bus-only policy rows. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,direct_bus_fleet_size,direct_bus_fleet_size,high,5,3,1,5,vehicles,bus_only,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.85,1.8678,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Direct-road vehicle availability varied only for bus-only policy rows. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,feeder_fleet_size,feeder_fleet_size,low,1,3,1,5,vehicles,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,61.11,76.76,0.3127,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,4,1.0,parameter=Feeder shuttle availability from assembly zone to rail access. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,feeder_fleet_size,feeder_fleet_size,low,1,3,1,5,vehicles,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,61.12,76.78,0.3126,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,21,1.0,parameter=Feeder shuttle availability from assembly zone to rail access. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,feeder_fleet_size,feeder_fleet_size,high,5,3,1,5,vehicles,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Feeder shuttle availability from assembly zone to rail access. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,feeder_fleet_size,feeder_fleet_size,high,5,3,1,5,vehicles,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Feeder shuttle availability from assembly zone to rail access. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_fleet_size,last_mile_fleet_size,low,1,2,1,4,vehicles,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,59.33,56.76,0.4228,0.0,0.0,0,0,8.22,8.22,0.0,0.0,0.0,0.0,4,1.0,parameter=Last-mile vehicle availability after rail egress. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_fleet_size,last_mile_fleet_size,low,1,2,1,4,vehicles,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,59.34,56.78,0.4227,0.0,0.0,0,0,8.23,8.23,0.0,0.0,0.0,0.0,21,1.0,parameter=Last-mile vehicle availability after rail egress. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_fleet_size,last_mile_fleet_size,high,4,2,1,4,vehicles,multimodal,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Last-mile vehicle availability after rail egress. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,last_mile_fleet_size,last_mile_fleet_size,high,4,2,1,4,vehicles,multimodal,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,56.78,0.4227,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Last-mile vehicle availability after rail egress. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,low,2.5,5,2.5,10,min,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.06,17.12,1.4022,0.0,0.0,0,0,-0.22,0.22,4.28,4.28,-0.4674,0.4674,4,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,low,2.5,5,2.5,10,min,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.07,17.13,1.4008,0.0,0.0,0,0,-0.22,0.22,4.28,4.28,-0.467,0.467,21,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,low,2.5,5,2.5,10,min,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,61.24,0.3919,0.0,0.0,0,0,0.0,0.0,4.48,4.48,-0.0309,0.0309,4,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,low,2.5,5,2.5,10,min,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.12,61.26,0.3918,0.0,0.0,0,0,0.0,0.0,4.48,4.48,-0.0309,0.0309,21,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,high,10.0,5,2.5,10,min,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,34.28,12.84,1.8696,0.0,0.0,0,0,15.0,15.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,high,10.0,5,2.5,10,min,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,34.28,12.85,1.8678,0.0,0.0,0,0,15.0,15.0,0.0,0.0,0.0,0.0,21,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,high,10.0,5,2.5,10,min,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,61.11,76.76,0.3127,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,4,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,dispatch_interval,dispatch_interval,high,10.0,5,2.5,10,min,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,61.12,76.78,0.3126,0.0,0.0,0,0,10.0,10.0,20.0,20.0,-0.1101,0.1101,21,1.0,parameter=Shared dispatch spacing for direct bus feeder shuttle and scheduled last-mile releases. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,low,0.8,1,0.8,2,multiplier,all,all,bus_only,songpa_random_capacity_reduction,random,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8699,0.0,0.0,0,0,-0.0,0.0,0.0,0.0,0.0003,0.0003,4,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=bus_only | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,low,0.8,1,0.8,2,multiplier,all,all,bus_only,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,bus_only,1.0,0,19.28,12.84,1.8691,0.0,0.0,0,0,-0.0,0.0,-0.01,0.01,0.0013,0.0013,21,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=bus_only | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,low,0.8,1,0.8,2,multiplier,all,all,baseline_multimodal,songpa_random_capacity_reduction,random,capacity_reduction,2201,multimodal,1.0,0,51.11,56.76,0.4228,0.0,0.0,0,0,-0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=baseline_multimodal | scenario=Hash-ranked road-edge subset for reproducible random-style baseline; not observed disaster data.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
songpa_public_demo,cached_graphml:data/cache/pilot_region_road.graphml,deterministic_oat_screening,road_background_traffic_multiplier,road_background_traffic_multiplier,low,0.8,1,0.8,2,multiplier,all,all,baseline_multimodal,songpa_last_mile_station_to_destination,last_mile,capacity_reduction,2201,multimodal,1.0,0,51.11,56.77,0.4228,0.0,0.0,0,0,-0.0,0.0,-0.01,0.01,0.0001,0.0001,21,1.0,parameter=Multiplier on pilot scaffold background road volume used by BPR travel time. | policy=baseline_multimodal | scenario=Shortest road path from rail egress point to destination point in the simulator graph.,Pilot scaffold sensitivity screening only; not calibrated real-world sensitivity indices or an operational forecast.
