rail_headway_min,lastmile_fleet_size,rail_capacity_pax_per_train,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window
15.0,23,500,0.0,baseline,blocked,,10,11,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.0,baseline,blocked,,11,12,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.0,baseline,blocked,,12,13,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.0,baseline,blocked,,13,14,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.0,baseline,blocked,,14,15,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,0,1,637.9428226562882,696.0345938171254,-58.0917711608372,637.9428226562882,696.0345938171254,-58.0917711608372,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0125,0.9479,0.06459999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,987.68,31.19,0.0,540.0,0.0,483.79,0.0,483.79,987.68,514.98,472.69999999999993,0.0,540.0,-540.0,987.68,1054.98,-67.30000000000007,42942.77,82390.64,-39447.87,1.0125,1.9418,-0.9293,1.0125,0.9479,0.06459999999999999,582.9428226562882,641.0345813089767,-58.091758652688554,623.4428226562883,681.5345938171255,-58.0917711608372,632.9428226562882,691.0345938171254,-58.0917711608372,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,1,2,637.8750975227287,696.0345938171254,-58.15949629439672,637.8750975227287,696.0345938171254,-58.15949629439672,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0141,0.9479,0.06620000000000004,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,986.13,31.19,0.0,540.0,0.0,483.79,0.0,483.79,986.13,514.98,471.15,0.0,540.0,-540.0,986.13,1054.98,-68.85000000000002,42875.06,82390.64,-39515.58,1.0141,1.9418,-0.9277,1.0141,0.9479,0.06620000000000004,582.8750975227287,641.0345813089767,-58.159483786248074,623.3750975227288,681.5345938171255,-58.15949629439672,632.8750975227287,691.0345938171254,-58.15949629439672,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,2,3,637.5237624197466,700.9581041984072,-63.43434177866061,637.5237624197466,700.9581041984072,-63.43434177866061,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.856,0.1664,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,597.04,0.0,597.04,978.05,628.23,349.81999999999994,0.0,540.0,-540.0,978.05,1168.23,-190.18000000000006,42523.72,87314.14,-44790.42,1.0224,1.5918,-0.5694000000000001,1.0224,0.856,0.1664,582.5237624197466,645.9580883063297,-63.43432588658311,623.0237624197467,686.4581041984073,-63.43434177866061,632.5237624197466,695.9581041984072,-63.43434177866061,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,3,4,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15.0,23,500,0.5,baseline,blocked,,4,5,637.9843329309556,696.0345938171254,-58.05026088616978,637.9843329309556,696.0345938171254,-58.05026088616978,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0115,0.9479,0.0636000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,988.64,31.19,0.0,540.0,0.0,483.79,0.0,483.79,988.64,514.98,473.65999999999997,0.0,540.0,-540.0,988.64,1054.98,-66.34000000000003,42984.29,82390.64,-39406.35,1.0115,1.9418,-0.9302999999999999,1.0115,0.9479,0.0636000000000001,582.9843329309556,641.0345813089767,-58.05024837802114,623.4843329309557,681.5345938171255,-58.05026088616978,632.9843329309556,691.0345938171254,-58.05026088616978,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,5,6,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.08,-61356.08,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15.0,23,500,0.5,baseline,blocked,,6,7,637.5237624197466,700.2581902275798,-62.734427807833185,637.5237624197466,700.2581902275798,-62.734427807833185,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.868,0.15439999999999998,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,580.94,0.0,580.94,978.05,612.13,365.91999999999996,0.0,540.0,-540.0,978.05,1152.13,-174.08000000000015,42523.72,86614.23,-44090.509999999995,1.0224,1.6336,-0.6112,1.0224,0.868,0.15439999999999998,582.5237624197466,645.2581748095965,-62.73441238984992,623.0237624197467,685.7581902275799,-62.734427807833185,632.5237624197466,695.2581902275798,-62.734427807833185,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,7,8,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.08,-61356.08,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15.0,23,500,0.5,baseline,blocked,,8,9,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,9,10,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,10,11,638.5482815575589,696.0345938171254,-57.48631225956649,638.5482815575589,696.0345938171254,-57.48631225956649,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9984,0.9479,0.05049999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1001.61,31.19,0.0,540.0,0.0,483.79,0.0,483.79,1001.61,514.98,486.63,0.0,540.0,-540.0,1001.61,1054.98,-53.370000000000005,43548.23,82390.64,-38842.409999999996,0.9984,1.9418,-0.9434,0.9984,0.9479,0.05049999999999999,583.5482815575589,641.0345813089767,-57.486299751417846,624.048281557559,681.5345938171255,-57.48631225956649,633.5482815575589,691.0345938171254,-57.48631225956649,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,11,12,637.5237624197466,700.9335107565742,-63.40974833682753,637.5237624197466,700.9335107565742,-63.40974833682753,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.8564,0.16599999999999993,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,596.47,0.0,596.47,978.05,627.66,350.39,0.0,540.0,-540.0,978.05,1167.66,-189.61000000000013,42523.72,87289.55,-44765.83,1.0224,1.5932,-0.5708,1.0224,0.8564,0.16599999999999993,582.5237624197466,645.933495410158,-63.409732990411385,623.0237624197467,686.4335107565743,-63.40974833682753,632.5237624197466,695.9335107565742,-63.40974833682753,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,12,13,637.9428226562882,696.0345938171254,-58.0917711608372,637.9428226562882,696.0345938171254,-58.0917711608372,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0125,0.9479,0.06459999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,987.68,31.19,0.0,540.0,0.0,483.79,0.0,483.79,987.68,514.98,472.69999999999993,0.0,540.0,-540.0,987.68,1054.98,-67.30000000000007,42942.77,82390.64,-39447.87,1.0125,1.9418,-0.9293,1.0125,0.9479,0.06459999999999999,582.9428226562882,641.0345813089767,-58.091758652688554,623.4428226562883,681.5345938171255,-58.0917711608372,632.9428226562882,691.0345938171254,-58.0917711608372,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,13,14,637.5237624197466,696.0345938171254,-58.51083139737875,637.5237624197466,696.0345938171254,-58.51083139737875,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.05,31.19,0.0,540.0,0.0,483.79,0.0,483.79,978.05,514.98,463.06999999999994,0.0,540.0,-540.0,978.05,1054.98,-76.93000000000006,42523.72,82390.64,-39866.92,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,582.5237624197466,641.0345813089767,-58.51081888923011,623.0237624197467,681.5345938171255,-58.51083139737875,632.5237624197466,691.0345938171254,-58.51083139737875,1.0,1.0,0.0
15.0,23,500,0.5,baseline,blocked,,14,15,641.0492339638689,696.0345938171254,-54.985359853256455,641.0492339638689,696.0345938171254,-54.985359853256455,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9442,0.9479,-0.0036999999999999256,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1059.13,31.19,0.0,540.0,0.0,483.79,0.0,483.79,1059.13,514.98,544.1500000000001,0.0,540.0,-540.0,1059.13,1054.98,4.150000000000091,46049.18,82390.64,-36341.46,0.9442,1.9418,-0.9975999999999999,0.9442,0.9479,-0.0036999999999999256,586.0492339638689,641.0345813089767,-54.98534734510781,626.549233963869,681.5345938171255,-54.985359853256455,636.0492339638689,691.0345938171254,-54.985359853256455,1.0,1.0,0.0
15.0,23,500,1.5,baseline,blocked,,0,1,638.423130347159,701.0345938171254,-62.61146346996634,638.423130347159,701.0345938171254,-62.61146346996634,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0013,0.8616,0.13970000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,998.73,196.84,0.0,480.0,0.0,483.79,0.0,483.79,998.73,680.63,318.1,0.0,480.0,-480.0,998.73,1160.63,-161.9000000000001,43423.09,89592.74,-46169.65000000001,1.0013,1.4692,-0.4679,1.0013,0.8616,0.13970000000000005,583.423130347159,646.0345938171254,-62.61146346996634,623.9231303471591,686.5345938171255,-62.61146346996634,633.423130347159,696.0345938171254,-62.61146346996634,1.0,1.0,0.0
15.0,23,500,1.5,baseline,blocked,,1,2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.08,-61356.08,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
