bus_fleet_size,bus_dispatch_interval_min,p_fail_scale,rep,seed,s,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window
15,3.0,0.5,10,11,1.2,599.0979667236853,696.0349748954934,-96.93700817180809,599.0979667236853,696.0349748954934,-96.93700817180809,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9984,0.9479,0.05049999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1001.62,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1001.62,514.99,486.63,0.0,540.0,-540.0,1001.62,1054.99,-53.370000000000005,43548.89,82391.01,-38842.119999999995,0.9984,1.9418,-0.9434,0.9984,0.9479,0.05049999999999999,562.5489002805878,641.0349489585966,-78.48604867800884,590.39786018192,681.5349748954935,-91.13711471357351,596.097928983724,691.0349748954934,-94.93704591176936,1.0,1.0,0.0
15,3.0,0.5,11,12,1.2,597.0485629431697,700.933978306757,-103.8854153635873,597.0485629431697,700.933978306757,-103.8854153635873,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.8564,0.16599999999999993,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.06,31.19,0.0,540.0,0.0,596.48,0.0,596.48,978.06,627.67,350.39,0.0,540.0,-540.0,978.06,1167.67,-189.61000000000013,42524.2,87290.0,-44765.8,1.0224,1.5932,-0.5708,1.0224,0.8564,0.16599999999999993,561.5242037255962,645.9339464844287,-84.40974275883252,588.3484869519721,686.4339783067571,-98.08549135478506,594.0485360250419,695.933978306757,-101.88544228171509,1.0,1.0,0.0
15,3.0,0.5,12,13,1.2,597.8869932008124,696.0349748954934,-98.147981694681,597.8869932008124,696.0349748954934,-98.147981694681,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9703,0.9479,0.022400000000000087,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1030.64,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1030.64,514.99,515.6500000000001,0.0,540.0,-540.0,1030.64,1054.99,-24.34999999999991,42943.41,82391.01,-39447.59999999999,0.9703,1.9418,-0.9714999999999999,0.9703,0.9479,0.022400000000000087,561.9434197920257,641.0349489585966,-79.09152916657092,588.8868910533511,681.5349748954935,-92.64808384214246,594.8869581986547,691.0349748954934,-96.14801669683868,1.0,1.0,0.0
15,3.0,0.5,13,14,1.2,597.0485906195004,696.0349748954934,-98.98638427599303,597.0485906195004,696.0349748954934,-98.98638427599303,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9798,0.9479,0.03190000000000004,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1020.58,514.99,505.59000000000003,0.0,540.0,-540.0,1020.58,1054.99,-34.40999999999997,42524.23,82391.01,-39866.77999999999,0.9798,1.9418,-0.962,0.9798,0.9479,0.03190000000000004,561.524234577091,641.0349489585966,-79.51071438150564,588.0485098511405,681.5349748954935,-93.48646504435305,594.0485629431697,691.0349748954934,-96.98641195232369,1.0,1.0,0.0
15,3.0,0.5,14,15,1.2,604.0996711928827,696.0349748954934,-91.93530370261067,604.0996711928827,696.0349748954934,-91.93530370261067,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9442,0.9479,-0.0036999999999999256,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1059.14,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1059.14,514.99,544.1500000000001,0.0,540.0,-540.0,1059.14,1054.99,4.150000000000091,46049.77,82391.01,-36341.24,0.9442,1.9418,-0.9975999999999999,0.9442,0.9479,-0.0036999999999999256,565.0497841901513,641.0349489585966,-75.98516476844532,595.3995764459992,681.5349748954935,-86.13539844949435,601.0996376309866,691.0349748954934,-89.93533726450676,1.0,1.0,0.0
15,3.0,0.5,15,16,1.2,597.0485906195004,696.0349748954934,-98.98638427599303,597.0485906195004,696.0349748954934,-98.98638427599303,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9798,0.9479,0.03190000000000004,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1020.58,514.99,505.59000000000003,0.0,540.0,-540.0,1020.58,1054.99,-34.40999999999997,42524.23,82391.01,-39866.77999999999,0.9798,1.9418,-0.962,0.9798,0.9479,0.03190000000000004,561.524234577091,641.0349489585966,-79.51071438150564,588.0485098511405,681.5349748954935,-93.48646504435305,594.0485629431697,691.0349748954934,-96.98641195232369,1.0,1.0,0.0
15,3.0,0.5,16,17,1.2,597.0485629431697,696.0349771303399,-98.98641418717023,597.0485629431697,696.0349771303399,-98.98641418717023,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0224,0.9479,0.07450000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,978.06,31.19,0.0,540.0,0.0,483.8,0.0,483.8,978.06,514.99,463.06999999999994,0.0,540.0,-540.0,978.06,1054.99,-76.93000000000006,42524.2,82391.01,-39866.81,1.0224,1.9418,-0.9194,1.0224,0.9479,0.07450000000000001,561.5242037255962,641.0349516079461,-79.51074788234996,588.3484869519721,681.53497713034,-93.18649017836799,594.0485360250419,691.0349771303399,-96.98644110529801,1.0,1.0,0.0
15,3.0,0.5,17,18,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,0.5,18,19,1.2,597.0485906195004,inf,-inf,597.0485906195004,1441440.0,-1440842.9514093804,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9798,0.0,0.9798,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1020.58,31.19,989.39,0.0,540.0,-540.0,1020.58,571.19,449.39,42524.23,61356.11,-18831.879999999997,0.9798,0.0,0.9798,0.9798,0.0,0.9798,561.524234577091,1440.0,-878.475765422909,588.0485098511405,1440.0,-851.9514901488595,594.0485629431697,1440.0,-845.9514370568303,1.0,0.0,1.0
15,3.0,0.5,19,20,1.2,597.0485906195004,696.0349748954934,-98.98638427599303,597.0485906195004,696.0349748954934,-98.98638427599303,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9798,0.9479,0.03190000000000004,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1020.58,514.99,505.59000000000003,0.0,540.0,-540.0,1020.58,1054.99,-34.40999999999997,42524.23,82391.01,-39866.77999999999,0.9798,1.9418,-0.962,0.9798,0.9479,0.03190000000000004,561.524234577091,641.0349489585966,-79.51071438150564,588.0485098511405,681.5349748954935,-93.48646504435305,594.0485629431697,691.0349748954934,-96.98641195232369,1.0,1.0,0.0
15,3.0,1.0,0,1,1.2,598.7835499791383,696.0349748954934,-97.25142491635506,598.7835499791383,696.0349748954934,-97.25142491635506,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9602,0.9479,0.012300000000000089,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1041.4,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1041.4,514.99,526.4100000000001,0.0,540.0,-540.0,1041.4,1054.99,-13.589999999999918,43391.71,82391.01,-38999.299999999996,0.9602,1.9418,-0.9815999999999999,0.9602,0.9479,0.012300000000000089,562.3917264781223,641.0349489585966,-78.64322248047426,589.7834572290527,681.5349748954935,-91.7515176664408,595.7835181971134,691.0349748954934,-95.25145669838003,1.0,1.0,0.0
15,3.0,1.0,1,2,1.2,599.0531048579664,inf,-inf,599.0531048579664,1441440.0,-1440840.946895142,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9989,0.0,0.9989,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1001.11,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1001.11,31.19,969.92,0.0,540.0,-540.0,1001.11,571.19,429.91999999999996,43526.47,61356.11,-17829.64,0.9989,0.0,0.9989,0.9989,0.0,0.9989,562.5264747406088,1440.0,-877.4735252593912,590.3530052319244,1440.0,-849.6469947680756,596.0530695677401,1440.0,-843.9469304322599,1.0,0.0,1.0
15,3.0,1.0,2,3,1.2,597.0485906195004,700.9585883729338,-103.90999775343346,597.0485906195004,700.9585883729338,-103.90999775343346,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9798,0.856,0.12380000000000002,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,597.05,0.0,597.05,1020.58,628.24,392.34000000000003,0.0,540.0,-540.0,1020.58,1168.24,-147.65999999999997,42524.23,87314.6,-44790.37,0.9798,1.5918,-0.6120000000000001,0.9798,0.856,0.12380000000000002,561.524234577091,645.9585554191221,-84.43432084203118,588.0485098511405,686.458588372934,-98.41007852179348,594.0485629431697,695.9585883729338,-101.91002542976412,1.0,1.0,0.0
15,3.0,1.0,3,4,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,1.0,4,5,1.2,597.969787958216,696.1744686893275,-98.20468073111147,597.969787958216,696.1744686893275,-98.20468073111147,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9693,0.945,0.0243000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1031.64,31.19,0.0,540.0,0.0,487.01,0.0,487.01,1031.64,518.2,513.44,0.0,540.0,-540.0,1031.64,1058.2,-26.559999999999945,42984.82,82530.5,-39545.68,0.9693,1.9298,-0.9604999999999999,0.9693,0.945,0.0243000000000001,561.9848300373077,641.1744410415415,-79.18961100423383,588.9697029220193,681.6744686893276,-92.70476576730823,594.9697588194556,691.1744686893275,-96.20470986987186,1.0,1.0,0.0
15,3.0,1.0,5,6,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,1.0,6,7,1.2,597.8869932008124,700.2586599581538,-102.37166675734136,597.8869932008124,700.2586599581538,-102.37166675734136,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9703,0.868,0.10230000000000006,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1030.64,31.19,0.0,540.0,0.0,580.95,0.0,580.95,1030.64,612.14,418.5000000000001,0.0,540.0,-540.0,1030.64,1152.14,-121.5,42943.41,86614.68,-43671.26999999999,0.9703,1.6336,-0.6632999999999999,0.9703,0.868,0.10230000000000006,561.9434197920257,645.258627987424,-83.31520819539833,588.8868910533511,685.7586599581539,-96.87176890480282,594.8869581986547,695.2586599581538,-100.37170175949905,1.0,1.0,0.0
15,3.0,1.0,7,8,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,1.0,8,9,1.2,600.0218591057279,696.0349748954934,-96.0131157897655,600.0218591057279,696.0349748954934,-96.0131157897655,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9467,0.9479,-0.0011999999999999789,0.0,0.0,0.0,0.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1056.26,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1056.26,514.99,541.27,0.0,540.0,-540.0,1056.26,1054.99,1.2699999999999818,44010.86,82391.01,-38380.149999999994,0.9467,1.9418,-0.9951,0.9467,0.9479,-0.0011999999999999789,563.0108805992406,641.0349489585966,-78.02406835935597,591.0217655102357,681.5349748954935,-90.51320938525782,597.0218270340139,691.0349748954934,-94.01314786147952,1.0,1.0,0.0
15,3.0,1.0,9,10,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,1.0,10,11,1.2,599.0979667236853,696.0349748954934,-96.93700817180809,599.0979667236853,696.0349748954934,-96.93700817180809,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9984,0.9479,0.05049999999999999,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1001.62,31.19,0.0,540.0,0.0,483.8,0.0,483.8,1001.62,514.99,486.63,0.0,540.0,-540.0,1001.62,1054.99,-53.370000000000005,43548.89,82391.01,-38842.119999999995,0.9984,1.9418,-0.9434,0.9984,0.9479,0.05049999999999999,562.5489002805878,641.0349489585966,-78.48604867800884,590.39786018192,681.5349748954935,-91.13711471357351,596.097928983724,691.0349748954934,-94.93704591176936,1.0,1.0,0.0
15,3.0,1.0,11,12,1.2,597.3504206620778,700.933978306757,-103.58355764467922,597.3504206620778,700.933978306757,-103.58355764467922,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0188,0.8564,0.16239999999999988,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,981.53,31.19,0.0,540.0,0.0,596.48,0.0,596.48,981.53,627.67,353.86,0.0,540.0,-540.0,981.53,1167.67,-186.1400000000001,42675.13,87290.0,-44614.87,1.0188,1.5932,-0.5744,1.0188,0.8564,0.16239999999999988,561.6751282372506,645.9339464844287,-84.25881824717806,588.6503404212143,686.4339783067571,-97.78363788554282,594.3503922386038,695.933978306757,-101.58358606815318,1.0,1.0,0.0
15,3.0,1.0,12,13,1.2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,31.19,0.0,540.0,0.0,0.0,0.0,0.0,0.0,31.19,-31.19,0.0,540.0,-540.0,0.0,571.19,-571.19,0.0,61356.11,-61356.11,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0
15,3.0,1.0,13,14,1.2,597.0485906195004,inf,-inf,597.0485906195004,1441440.0,-1440842.9514093804,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9798,0.0,0.9798,0.0,1000.0,0.0,1000.0,1000.0,1000.0,24.0,23.0,0.0,9.0,1020.58,31.19,0.0,540.0,0.0,0.0,0.0,0.0,1020.58,31.19,989.39,0.0,540.0,-540.0,1020.58,571.19,449.39,42524.23,61356.11,-18831.879999999997,0.9798,0.0,0.9798,0.9798,0.0,0.9798,561.524234577091,1440.0,-878.475765422909,588.0485098511405,1440.0,-851.9514901488595,594.0485629431697,1440.0,-845.9514370568303,1.0,0.0,1.0
