s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window,origin
1.2,0.0,baseline,blocked,,10,11,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,11,12,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,12,13,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,13,14,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,14,15,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,15,16,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,16,17,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,17,18,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,18,19,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.0,baseline,blocked,,19,20,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,0,1,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,C
1.2,0.5,baseline,blocked,,1,2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,C
1.2,0.5,baseline,blocked,,2,3,640.1335459143236,705.933978306757,-65.80043239243344,640.1335459143236,705.933978306757,-65.80043239243344,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.8151,0.1482,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,150.3,0.0,480.0,0.0,596.48,0.0,596.48,1038.07,746.78,291.28999999999996,0.0,480.0,-480.0,1038.07,1226.78,-188.71000000000004,45133.47,92468.76,-47335.28999999999,0.9633,1.3391,-0.3757999999999999,0.9633,0.8151,0.1482,585.1335459143236,650.933978306757,-65.80043239243344,625.6335459143237,691.4339783067571,-65.80043239243344,635.1335459143236,700.933978306757,-65.80043239243344,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,3,4,641.662973099883,701.0349748954934,-59.37200179561046,641.662973099883,701.0349748954934,-59.37200179561046,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9318,0.9256,0.006199999999999983,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1073.25,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1073.25,600.4,472.85,0.0,480.0,-480.0,1073.25,1080.4,-7.150000000000091,46662.87,86104.24,-39441.37,0.9318,1.6656,-0.7338,0.9318,0.9256,0.006199999999999983,586.662973099883,646.0349748954934,-59.37200179561046,627.1629730998831,686.5349748954935,-59.37200179561046,636.662973099883,696.0349748954934,-59.37200179561046,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,4,5,640.1335459143236,705.933978306757,-65.80043239243344,640.1335459143236,705.933978306757,-65.80043239243344,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.8382,0.1251000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,596.48,0.0,596.48,1038.07,713.07,324.9999999999999,0.0,480.0,-480.0,1038.07,1193.07,-155.0,45133.47,91003.04,-45869.56999999999,0.9633,1.4024,-0.43910000000000005,0.9633,0.8382,0.1251000000000001,585.1335459143236,650.933978306757,-65.80043239243344,625.6335459143237,691.4339783067571,-65.80043239243344,635.1335459143236,700.933978306757,-65.80043239243344,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,5,6,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,116.59,0.0,480.0,0.0,0.0,0.0,0.0,0.0,116.59,-116.59,0.0,480.0,-480.0,0.0,596.59,-596.59,0.0,65069.15,-65069.15,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,C
1.2,0.5,baseline,blocked,,6,7,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,7,8,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,8.0,0.0,172.69,0.0,480.0,0.0,0.0,0.0,0.0,0.0,172.69,-172.69,0.0,480.0,-480.0,0.0,652.69,-652.69,0.0,67508.34,-67508.34,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,C
1.2,0.5,baseline,blocked,,8,9,640.1335459143236,705.933978306757,-65.80043239243344,640.1335459143236,705.933978306757,-65.80043239243344,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.8382,0.1251000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,596.48,0.0,596.48,1038.07,713.07,324.9999999999999,0.0,480.0,-480.0,1038.07,1193.07,-155.0,45133.47,91003.04,-45869.56999999999,0.9633,1.4024,-0.43910000000000005,0.9633,0.8382,0.1251000000000001,585.1335459143236,650.933978306757,-65.80043239243344,625.6335459143237,691.4339783067571,-65.80043239243344,635.1335459143236,700.933978306757,-65.80043239243344,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,9,10,641.2063230178694,701.0349748954934,-59.828651877624,641.2063230178694,701.0349748954934,-59.828651877624,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.941,0.924,0.016999999999999904,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1062.74,118.42,0.0,480.0,0.0,483.8,0.0,483.8,1062.74,602.22,460.52,0.0,480.0,-480.0,1062.74,1082.22,-19.480000000000018,46206.24,86183.44,-39977.200000000004,0.941,1.6605,-0.7195000000000001,0.941,0.924,0.016999999999999904,586.2063230178694,646.0349748954934,-59.828651877624,626.7063230178695,686.5349748954935,-59.828651877624,636.2063230178694,696.0349748954934,-59.828651877624,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,10,11,641.6627944359748,701.0349748954934,-59.37218045951863,641.6627944359748,701.0349748954934,-59.37218045951863,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9318,0.9256,0.006199999999999983,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1073.24,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1073.24,600.39,472.85,0.0,480.0,-480.0,1073.24,1080.39,-7.150000000000091,46662.69,86104.06,-39441.369999999995,0.9318,1.6656,-0.7338,0.9318,0.9256,0.006199999999999983,586.6627944359748,646.0349748954934,-59.37218045951863,627.1627944359749,686.5349748954935,-59.37218045951863,636.6627944359748,696.0349748954934,-59.37218045951863,1.0,1.0,0.0,C
1.2,0.5,baseline,blocked,,11,12,640.1335459143236,701.0349748954934,-60.90142898116983,640.1335459143236,701.0349748954934,-60.90142898116983,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.07,116.59,0.0,480.0,0.0,483.8,0.0,483.8,1038.07,600.39,437.67999999999995,0.0,480.0,-480.0,1038.07,1080.39,-42.320000000000164,45133.47,86104.06,-40970.59,0.9633,1.6656,-0.7022999999999999,0.9633,0.9256,0.03770000000000007,585.1335459143236,646.0349748954934,-60.90142898116983,625.6335459143237,686.5349748954935,-60.90142898116983,635.1335459143236,696.0349748954934,-60.90142898116983,1.0,1.0,0.0,C
