s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute
1.0,2.0,baseline,blocked,,0,1,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,baseline,blocked,,1,2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,baseline,blocked,,2,3,640.593716965389,inf,-inf,640.593716965389,1441440.0,-1440799.4062830347,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9536,0.0,0.9536,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1048.65,378.35,0.0,540.0,0.0,0.0,0.0,0.0,1048.65,378.35,670.3000000000001,0.0,540.0,-540.0,1048.65,918.35,130.30000000000007,45593.68,76450.14,-30856.46,0.9536,0.0,0.9536,0.9536,0.0,0.9536
1.0,2.0,baseline,blocked,,3,4,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,baseline,blocked,,4,5,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,0.0,baseline,blocked,,0,1,640.1346580104686,701.0360210968562,-60.90136308638762,640.1346580104686,701.0360210968562,-60.90136308638762,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,116.59,0.0,480.0,0.0,483.82,0.0,483.82,1038.09,600.42,437.66999999999996,0.0,480.0,-480.0,1038.09,1080.42,-42.330000000000155,45134.48,86105.08,-40970.6,0.9633,1.6655,-0.7021999999999999,0.9633,0.9256,0.03770000000000007
1.5,0.0,baseline,blocked,,1,2,640.1346580104686,701.0360210968562,-60.90136308638762,640.1346580104686,701.0360210968562,-60.90136308638762,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,116.59,0.0,480.0,0.0,483.82,0.0,483.82,1038.09,600.42,437.66999999999996,0.0,480.0,-480.0,1038.09,1080.42,-42.330000000000155,45134.48,86105.08,-40970.6,0.9633,1.6655,-0.7021999999999999,0.9633,0.9256,0.03770000000000007
1.5,0.0,baseline,blocked,,2,3,640.1346580104686,701.0360210968562,-60.90136308638762,640.1346580104686,701.0360210968562,-60.90136308638762,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,116.59,0.0,480.0,0.0,483.82,0.0,483.82,1038.09,600.42,437.66999999999996,0.0,480.0,-480.0,1038.09,1080.42,-42.330000000000155,45134.48,86105.08,-40970.6,0.9633,1.6655,-0.7021999999999999,0.9633,0.9256,0.03770000000000007
1.5,0.0,baseline,blocked,,3,4,640.1346580104686,701.0360210968562,-60.90136308638762,640.1346580104686,701.0360210968562,-60.90136308638762,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,116.59,0.0,480.0,0.0,483.82,0.0,483.82,1038.09,600.42,437.66999999999996,0.0,480.0,-480.0,1038.09,1080.42,-42.330000000000155,45134.48,86105.08,-40970.6,0.9633,1.6655,-0.7021999999999999,0.9633,0.9256,0.03770000000000007
1.5,0.0,baseline,blocked,,4,5,640.1346580104686,701.0360210968562,-60.90136308638762,640.1346580104686,701.0360210968562,-60.90136308638762,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.9256,0.03770000000000007,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,116.59,0.0,480.0,0.0,483.82,0.0,483.82,1038.09,600.42,437.66999999999996,0.0,480.0,-480.0,1038.09,1080.42,-42.330000000000155,45134.48,86105.08,-40970.6,0.9633,1.6655,-0.7021999999999999,0.9633,0.9256,0.03770000000000007
1.5,1.0,baseline,blocked,,0,1,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.0,baseline,blocked,,1,2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.0,baseline,blocked,,2,3,640.5953167599677,706.3959387149204,-65.8006219549527,640.5953167599677,706.3959387149204,-65.8006219549527,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9536,0.8081,0.14549999999999996,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1048.69,150.31,0.0,480.0,0.0,607.1,0.0,607.1,1048.69,757.41,291.2800000000001,0.0,480.0,-480.0,1048.69,1237.41,-188.72000000000003,45595.13,92931.0,-47335.87,0.9536,1.3203,-0.3667,0.9536,0.8081,0.14549999999999996
1.5,1.0,baseline,blocked,,3,4,641.9006951278099,701.0360210968562,-59.135325969046335,641.9006951278099,701.0360210968562,-59.135325969046335,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.927,0.9256,0.0014000000000000679,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1078.71,116.6,0.0,480.0,0.0,483.82,0.0,483.82,1078.71,600.42,478.2900000000001,0.0,480.0,-480.0,1078.71,1080.42,-1.7100000000000364,46900.47,86105.26,-39204.78999999999,0.927,1.6655,-0.7384999999999999,0.927,0.9256,0.0014000000000000679
1.5,1.0,baseline,blocked,,4,5,640.1346580104686,705.9352799654213,-65.8006219549527,640.1346580104686,705.9352799654213,-65.8006219549527,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9633,0.8008,0.1625000000000001,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,8.0,1038.09,172.32,0.0,480.0,0.0,596.51,0.0,596.51,1038.09,768.83,269.2599999999999,0.0,480.0,-480.0,1038.09,1248.83,-210.74,45134.48,93427.3,-48292.82,0.9633,1.3007,-0.3373999999999999,0.9633,0.8008,0.1625000000000001
1.5,2.0,baseline,blocked,,0,1,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,2.0,baseline,blocked,,1,2,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,2.0,baseline,blocked,,2,3,640.5953167599677,inf,-inf,640.5953167599677,1441440.0,-1440799.40468324,1000.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9536,0.0,0.9536,0.0,1000.0,0.0,1000.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1048.69,378.37,0.0,540.0,0.0,0.0,0.0,0.0,1048.69,378.37,670.32,0.0,540.0,-540.0,1048.69,918.37,130.32000000000005,45595.13,76451.04,-30855.909999999996,0.9536,0.0,0.9536,0.9536,0.0,0.9536
1.5,2.0,baseline,blocked,,3,4,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,2.0,baseline,blocked,,4,5,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
