s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,rep,seed,bus_makespan,multi_makespan,delta_makespan,bus_penalized_makespan,multi_penalized_makespan,delta_penalized_makespan,bus_success_count,multi_success_count,bus_success_rate,multi_success_rate,delta_success_rate,bus_completion_rate,multi_completion_rate,delta_completion_rate,bus_resource_eff,multi_resource_eff,delta_resource_eff,bus_leftover,multi_leftover,bus_censored_count,multi_censored_count,bus_total_personnel,multi_total_personnel,bus_bus_trips,multi_bus_trips,bus_train_trips,multi_train_trips,bus_bus_minutes,multi_bus_minutes,bus_train_minutes,multi_train_minutes,bus_lastmile_minutes,multi_lastmile_minutes,bus_lastmile_vehicle_minutes,multi_lastmile_vehicle_minutes,bus_road_vehicle_service_minutes,multi_road_vehicle_service_minutes,delta_road_vehicle_service_minutes,bus_train_service_minutes,multi_train_service_minutes,delta_train_service_minutes,bus_total_service_minutes,multi_total_service_minutes,delta_total_service_minutes,bus_passenger_travel_minutes,multi_passenger_travel_minutes,delta_passenger_travel_minutes,bus_passengers_per_vehicle_minute,multi_passengers_per_vehicle_minute,delta_passengers_per_vehicle_minute,bus_passengers_per_total_service_minute,multi_passengers_per_total_service_minute,delta_passengers_per_total_service_minute,bus_arrival_q50_min,multi_arrival_q50_min,delta_arrival_q50_min,bus_arrival_q90_min,multi_arrival_q90_min,delta_arrival_q90_min,bus_arrival_q95_min,multi_arrival_q95_min,delta_arrival_q95_min,bus_prob_completion_within_window,multi_prob_completion_within_window,delta_prob_completion_within_window,origin
1.2,0.0,baseline,blocked,,18,19,638.8720360570549,696.0349748954934,-57.16293883843855,638.8720360570549,696.0349748954934,-57.16293883843855,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9209,0.07009999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1009.05,545.85,463.19999999999993,0.0,540.0,-540.0,1009.05,1085.85,-76.79999999999995,43871.95,83732.47,-39860.520000000004,0.991,1.832,-0.8410000000000001,0.991,0.9209,0.07009999999999994,583.8720360570549,641.0349489585966,-57.162912901541745,624.372036057055,681.5349748954935,-57.16293883843855,633.8720360570549,691.0349748954934,-57.16293883843855,1.0,1.0,0.0,B
1.2,0.0,baseline,blocked,,19,20,638.8720360570549,696.0349748954934,-57.16293883843855,638.8720360570549,696.0349748954934,-57.16293883843855,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9209,0.07009999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1009.05,545.85,463.19999999999993,0.0,540.0,-540.0,1009.05,1085.85,-76.79999999999995,43871.95,83732.47,-39860.520000000004,0.991,1.832,-0.8410000000000001,0.991,0.9209,0.07009999999999994,583.8720360570549,641.0349489585966,-57.162912901541745,624.372036057055,681.5349748954935,-57.16293883843855,633.8720360570549,691.0349748954934,-57.16293883843855,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,0,1,638.8720360570549,696.1744686893275,-57.3024326322726,638.8720360570549,696.1744686893275,-57.3024326322726,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9182,0.07279999999999998,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,487.01,0.0,487.01,1009.05,549.06,459.99,0.0,540.0,-540.0,1009.05,1089.06,-80.00999999999999,43871.95,83871.96,-40000.01000000001,0.991,1.8213,-0.8302999999999999,0.991,0.9182,0.07279999999999998,583.8720360570549,641.1744410415415,-57.30240498448666,624.372036057055,681.6744686893276,-57.3024326322726,633.8720360570549,691.1744686893275,-57.3024326322726,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,1,2,639.5442692912517,696.0349748954934,-56.490705604241725,639.5442692912517,696.0349748954934,-56.490705604241725,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9761,0.9209,0.055199999999999916,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1024.52,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1024.52,545.85,478.66999999999996,0.0,540.0,-540.0,1024.52,1085.85,-61.32999999999993,44544.16,83732.47,-39188.31,0.9761,1.832,-0.8559000000000001,0.9761,0.9209,0.055199999999999916,584.5442692912517,641.0349489585966,-56.49067966734492,625.0442692912518,681.5349748954935,-56.490705604241725,634.5442692912517,691.0349748954934,-56.490705604241725,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,2,3,639.2436889632804,700.933978306757,-61.69028934347659,639.2436889632804,700.933978306757,-61.69028934347659,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9827,0.8344,0.1483,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1017.6,62.04,0.0,540.0,0.0,596.48,0.0,596.48,1017.6,658.52,359.08000000000004,0.0,540.0,-540.0,1017.6,1198.52,-180.91999999999996,44243.6,88631.46,-44387.86000000001,0.9827,1.5185,-0.5357999999999999,0.9827,0.8344,0.1483,584.2436889632804,645.9339464844287,-61.69025752114828,624.7436889632805,686.4339783067571,-61.69028934347659,634.2436889632804,695.933978306757,-61.69028934347659,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,3,4,639.291213105707,696.0349748954934,-56.74376178978639,639.291213105707,696.0349748954934,-56.74376178978639,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9816,0.9209,0.060699999999999976,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1018.7,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1018.7,545.85,472.85,0.0,540.0,-540.0,1018.7,1085.85,-67.14999999999986,44291.11,83732.47,-39441.36,0.9816,1.832,-0.8504,0.9816,0.9209,0.060699999999999976,584.291213105707,641.0349489585966,-56.743735852889586,624.7912131057071,681.5349748954935,-56.74376178978639,634.291213105707,691.0349748954934,-56.74376178978639,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,4,5,639.4236033417253,700.933978306757,-61.5103749650317,639.4236033417253,700.933978306757,-61.5103749650317,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9787,0.8155,0.1632,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1021.74,89.82,0.0,540.0,0.0,596.48,0.0,596.48,1021.74,686.3,335.44000000000005,0.0,540.0,-540.0,1021.74,1226.3,-204.55999999999995,44423.52,89839.08,-45415.560000000005,0.9787,1.4571,-0.47840000000000005,0.9787,0.8155,0.1632,584.4236033417253,645.9339464844287,-61.51034314270339,624.9236033417254,686.4339783067571,-61.5103749650317,634.4236033417253,695.933978306757,-61.5103749650317,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,5,6,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,89.82,0.0,540.0,0.0,0.0,0.0,0.0,0.0,89.82,-89.82,0.0,540.0,-540.0,0.0,629.82,-629.82,0.0,63905.19,-63905.19,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,B
1.2,0.5,baseline,blocked,,6,7,638.8720360570549,696.0349748954934,-57.16293883843855,638.8720360570549,696.0349748954934,-57.16293883843855,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9209,0.07009999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1009.05,545.85,463.19999999999993,0.0,540.0,-540.0,1009.05,1085.85,-76.79999999999995,43871.95,83732.47,-39860.520000000004,0.991,1.832,-0.8410000000000001,0.991,0.9209,0.07009999999999994,583.8720360570549,641.0349489585966,-57.162912901541745,624.372036057055,681.5349748954935,-57.16293883843855,633.8720360570549,691.0349748954934,-57.16293883843855,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,7,8,inf,inf,,1441440.0,1441440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,23.0,0.0,9.0,0.0,62.04,0.0,540.0,0.0,0.0,0.0,0.0,0.0,62.04,-62.04,0.0,540.0,-540.0,0.0,602.04,-602.04,0.0,62697.57,-62697.57,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,1440.0,1440.0,0.0,0.0,0.0,0.0,B
1.2,0.5,baseline,blocked,,8,9,639.8576782540341,700.933978306757,-61.0763000527229,639.8576782540341,700.933978306757,-61.0763000527229,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9693,0.8155,0.15380000000000005,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1031.72,89.82,0.0,540.0,0.0,596.48,0.0,596.48,1031.72,686.3,345.4200000000001,0.0,540.0,-540.0,1031.72,1226.3,-194.57999999999993,44857.57,89839.08,-44981.51,0.9693,1.4571,-0.4878,0.9693,0.8155,0.15380000000000005,584.8576782540341,645.9339464844287,-61.07626823039459,625.3576782540342,686.4339783067571,-61.0763000527229,634.8576782540341,695.933978306757,-61.0763000527229,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,9,10,638.8720360570549,696.0349748954934,-57.16293883843855,638.8720360570549,696.0349748954934,-57.16293883843855,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9209,0.07009999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1009.05,545.85,463.19999999999993,0.0,540.0,-540.0,1009.05,1085.85,-76.79999999999995,43871.95,83732.47,-39860.520000000004,0.991,1.832,-0.8410000000000001,0.991,0.9209,0.07009999999999994,583.8720360570549,641.0349489585966,-57.162912901541745,624.372036057055,681.5349748954935,-57.16293883843855,633.8720360570549,691.0349748954934,-57.16293883843855,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,10,11,639.291213105707,696.0349748954934,-56.74376178978639,639.291213105707,696.0349748954934,-56.74376178978639,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9816,0.9209,0.060699999999999976,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1018.7,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1018.7,545.85,472.85,0.0,540.0,-540.0,1018.7,1085.85,-67.14999999999986,44291.11,83732.47,-39441.36,0.9816,1.832,-0.8504,0.9816,0.9209,0.060699999999999976,584.291213105707,641.0349489585966,-56.743735852889586,624.7912131057071,681.5349748954935,-56.74376178978639,634.291213105707,691.0349748954934,-56.74376178978639,1.0,1.0,0.0,B
1.2,0.5,baseline,blocked,,11,12,638.8720360570549,696.0349748954934,-57.16293883843855,638.8720360570549,696.0349748954934,-57.16293883843855,1000.0,1000.0,1.0,1.0,0.0,1.0,1.0,0.0,0.991,0.9209,0.07009999999999994,0.0,0.0,0.0,0.0,1000.0,1000.0,23.0,23.0,0.0,9.0,1009.05,62.04,0.0,540.0,0.0,483.8,0.0,483.8,1009.05,545.85,463.19999999999993,0.0,540.0,-540.0,1009.05,1085.85,-76.79999999999995,43871.95,83732.47,-39860.520000000004,0.991,1.832,-0.8410000000000001,0.991,0.9209,0.07009999999999994,583.8720360570549,641.0349489585966,-57.162912901541745,624.372036057055,681.5349748954935,-57.16293883843855,633.8720360570549,691.0349748954934,-57.16293883843855,1.0,1.0,0.0,B
