5z6ylo,35711,784.41,118.175,true,1952-11-06T02:44:54Z,1927-11-16,01:15:15,"5,5","{""x"":8,""y"":9}"
ncnh0h,81636,949.58,144.67,false,1997-11-01T05:01:55Z,2017-11-06,05:54:29,"9,1","{""x"":2,""y"":4}"
swbveh,22503,760.33,964.929,true,1994-08-14T10:45:09Z,1963-03-04,10:35:18,"1,8","{""x"":3,""y"":2}"
5b7blm,59885,592.71,399.78,false,2008-10-19T04:37:07Z,2006-02-05,01:54:24,"2,5","{""x"":5,""y"":2}"
e8ykiy,59547,470.41,791.712,true,1994-11-02T01:20:52Z,1922-02-03,07:59:56,"8,1","{""x"":9,""y"":5}"
kjz6y3,23994,400.82,724.31,false,1981-08-23T12:55:35Z,1946-11-06,11:04:59,"6,8","{""x"":4,""y"":9}"
7yawln,52519,991.32,671.84,false,1961-12-10T02:47:39Z,1997-07-19,10:11:56,"7,2","{""x"":2,""y"":3}"
20vvxb,24483,856.69,744.73,false,1938-01-18T08:35:48Z,1985-05-24,06:52:34,"1,6","{""x"":6,""y"":5}"
pvt8o8,66835,795.98,477.714,true,1946-10-28T06:05:48Z,1931-05-29,02:12:28,"8,6","{""x"":8,""y"":1}"
v3hixt,38967,277.04,357.06,false,1994-01-07T07:02:43Z,1969-11-24,09:50:23,"2,9","{""x"":4,""y"":1}"
ukouud,97924,927.87,276.42,false,1951-03-30T04:22:59Z,1994-03-11,05:05:40,"7,6","{""x"":3,""y"":4}"
dz7ppy,48649,395.37,266.774,true,2011-02-21T09:07:23Z,1994-06-15,05:14:46,"2,2","{""x"":8,""y"":6}"
vt2avo,72279,465.50,858.94,false,2001-12-08T04:01:38Z,2012-07-30,01:39:05,"9,7","{""x"":7,""y"":7}"
w6zv9r,69435,479.67,352.98,false,1972-06-01T11:28:12Z,1931-07-04,10:27:45,"2,5","{""x"":4,""y"":8}"
79gyqe,19700,787.32,812.70,false,1951-10-08T12:35:52Z,1925-10-06,09:50:06,"9,4","{""x"":7,""y"":2}"
1xpg2w,62720,836.22,454.14,false,1961-01-19T01:15:55Z,2019-02-12,04:50:10,"9,1","{""x"":8,""y"":3}"
egovos,89203,748.47,664.058,true,2001-10-26T09:07:32Z,1943-11-08,05:30:50,"7,2","{""x"":2,""y"":1}"
uk7186,48946,629.60,907.939,true,1986-11-06T03:33:10Z,1927-12-14,09:57:54,"9,6","{""x"":8,""y"":5}"
ksws7e,18070,353.68,222.87,false,2004-02-03T01:56:43Z,1922-08-12,01:20:58,"8,9","{""x"":2,""y"":1}"
3xm2xs,52488,280.59,996.701,true,1957-05-29T12:12:01Z,1944-01-02,09:17:45,"2,9","{""x"":9,""y"":5}"
7zchq8,79628,584.77,300.98,false,1995-12-28T08:22:23Z,1978-01-31,02:16:54,"7,5","{""x"":6,""y"":6}"
d11a17,12501,366.93,443.248,true,1967-02-09T02:46:46Z,1983-11-02,08:03:22,"9,5","{""x"":6,""y"":2}"
lrtw34,46120,631.79,100.25,false,1959-09-28T04:50:42Z,1982-09-04,12:15:55,"8,2","{""x"":3,""y"":7}"
ldpwqs,61224,320.63,294.482,true,1937-07-26T11:37:47Z,1990-12-17,08:25:39,"9,9","{""x"":7,""y"":4}"
n9e2hc,63099,602.24,766.79,false,2005-12-08T12:03:01Z,1926-11-23,07:39:31,"7,5","{""x"":2,""y"":7}"
sv7ajb,41398,390.33,476.33,false,1992-06-09T12:45:37Z,1990-10-28,06:19:53,"3,8","{""x"":6,""y"":3}"
smrbum,13194,570.06,242.63,false,2018-10-09T05:40:09Z,1969-03-30,09:37:28,"1,3","{""x"":5,""y"":8}"
7u53gb,72937,770.72,877.010,true,1985-11-20T11:36:14Z,1931-06-07,10:38:59,"4,4","{""x"":4,""y"":5}"
3p0671,69587,418.30,553.69,false,2014-01-25T08:32:58Z,1925-12-01,07:57:37,"9,9","{""x"":6,""y"":8}"
dfbryc,73872,943.89,448.845,true,1989-01-10T04:31:08Z,1947-06-15,09:12:48,"1,1","{""x"":5,""y"":5}"
ybev4u,60405,277.71,789.155,true,1941-01-06T05:45:43Z,1941-07-30,11:43:45,"8,7","{""x"":2,""y"":4}"
az1for,69961,763.33,763.94,false,1991-08-23T06:22:22Z,1991-05-10,05:44:30,"8,8","{""x"":6,""y"":7}"
0g6luh,67602,241.32,906.76,false,1936-08-29T02:05:49Z,1994-06-26,01:47:27,"1,5","{""x"":5,""y"":2}"
bd7brw,62656,166.84,787.957,true,1988-05-29T05:33:16Z,2008-12-18,04:49:52,"6,4","{""x"":9,""y"":4}"
hsjvcp,62528,749.10,755.27,false,1942-06-10T10:07:05Z,1996-04-13,03:48:40,"9,3","{""x"":7,""y"":4}"
h6zbhz,61898,510.26,860.996,true,1925-02-12T12:42:46Z,1922-08-26,10:36:25,"8,4","{""x"":7,""y"":5}"
vktsac,86229,898.77,533.70,false,1988-01-12T05:06:43Z,2011-04-20,08:12:04,"4,4","{""x"":4,""y"":5}"
ggbt38,38014,590.73,619.902,true,1996-01-22T09:12:28Z,1940-03-22,12:59:06,"3,7","{""x"":5,""y"":1}"
va2h8v,58199,853.18,667.13,false,1986-02-14T09:29:18Z,1956-09-25,01:31:18,"2,1","{""x"":2,""y"":7}"
wwwyql,32720,779.39,652.951,true,1946-01-12T10:05:40Z,1944-03-15,11:40:51,"9,9","{""x"":3,""y"":6}"
p3ip2m,32944,227.28,842.592,true,1933-02-23T06:37:16Z,1984-03-12,04:52:54,"4,6","{""x"":3,""y"":2}"
tflarn,32782,647.60,202.855,true,1922-08-18T04:02:25Z,1982-12-17,09:37:01,"2,3","{""x"":6,""y"":6}"
xsjca2,62174,902.01,497.20,false,2008-12-29T11:23:52Z,1968-07-08,02:43:18,"3,1","{""x"":3,""y"":4}"
hrafkg,86310,330.05,639.60,false,1923-12-05T06:27:26Z,1937-02-16,08:46:02,"1,7","{""x"":1,""y"":5}"
0ple5d,44574,727.49,871.393,true,1978-08-15T10:14:10Z,2019-02-06,07:08:29,"8,3","{""x"":9,""y"":6}"
4v5o4q,25278,776.61,175.21,false,1930-10-08T02:46:16Z,1981-01-16,06:29:46,"2,8","{""x"":1,""y"":2}"
m7cvyz,69879,639.08,507.469,true,1925-03-16T02:50:29Z,1958-07-15,09:37:34,"9,6","{""x"":5,""y"":4}"
4sa0oz,13877,700.36,115.66,false,1996-04-12T12:33:10Z,1969-12-09,02:57:55,"7,2","{""x"":1,""y"":8}"
i5517i,59438,203.24,717.06,false,1969-09-12T06:42:32Z,1995-11-21,10:43:26,"8,3","{""x"":5,""y"":3}"
9buw65,17174,987.09,142.65,false,1943-08-10T09:13:08Z,1937-05-15,11:51:16,"1,8","{""x"":7,""y"":4}"
ma3cvd,17722,932.62,315.47,false,1941-09-02T01:38:44Z,1991-04-09,09:37:33,"6,6","{""x"":2,""y"":4}"
ipzuux,81108,986.40,958.896,true,1967-11-20T02:33:57Z,2007-06-29,06:10:52,"7,3","{""x"":6,""y"":7}"
t6iak7,59276,474.22,398.16,false,1987-10-25T10:39:52Z,1955-04-22,05:03:52,"1,1","{""x"":6,""y"":5}"
2zdz2g,87108,779.57,630.80,false,1963-04-15T03:22:43Z,1943-10-07,01:35:11,"5,8","{""x"":5,""y"":3}"
ah5ogm,16224,573.47,311.44,false,1974-12-25T12:47:19Z,1995-11-22,06:54:13,"8,5","{""x"":1,""y"":2}"
nifxwk,41601,632.13,684.62,false,1950-04-12T03:08:47Z,1944-07-02,04:38:35,"9,8","{""x"":9,""y"":8}"
cvlxtk,24870,428.12,214.906,true,1951-01-19T02:39:38Z,1999-08-05,09:57:10,"8,1","{""x"":9,""y"":4}"
603rde,62635,896.48,141.24,false,1943-01-02T10:00:38Z,1978-06-28,02:33:05,"8,6","{""x"":6,""y"":7}"
vaa9ao,73627,728.69,405.067,true,1922-12-30T11:15:00Z,1984-03-06,06:12:47,"1,3","{""x"":2,""y"":7}"
qcs1do,13869,309.50,871.232,true,1942-07-04T07:44:15Z,1933-06-22,10:47:10,"4,8","{""x"":1,""y"":9}"
7oqc73,32899,364.07,642.446,true,1991-08-16T03:24:31Z,2006-04-15,11:41:13,"6,5","{""x"":4,""y"":2}"
f2idxj,72063,735.62,354.405,true,1932-04-25T05:43:04Z,1928-12-16,10:19:00,"6,9","{""x"":3,""y"":9}"
wyh9r8,42949,801.13,496.00,false,2011-07-01T07:21:40Z,2001-05-11,11:16:09,"1,1","{""x"":8,""y"":3}"
xwwjvn,61481,897.45,797.080,true,2000-02-06T12:34:14Z,1993-01-14,06:01:26,"6,4","{""x"":4,""y"":7}"
1u7o3n,51946,149.74,198.72,false,1987-12-08T04:11:13Z,1961-07-13,12:47:50,"7,6","{""x"":1,""y"":9}"
axrr80,64677,566.90,808.34,false,1947-10-11T08:00:15Z,2013-06-16,08:23:04,"1,4","{""x"":3,""y"":2}"
7bskmv,90250,628.26,209.90,false,1951-07-02T09:15:17Z,2014-03-13,11:43:00,"5,3","{""x"":2,""y"":9}"
j4qpx7,47794,657.84,731.950,true,1975-04-04T03:44:20Z,2014-03-06,11:28:49,"4,6","{""x"":8,""y"":4}"
x80ygw,48211,590.00,591.127,true,1920-07-28T03:13:54Z,1933-09-14,02:59:47,"7,5","{""x"":2,""y"":4}"
zm7gdv,81141,216.58,556.58,false,1952-01-18T02:25:47Z,1977-06-04,07:29:50,"4,2","{""x"":1,""y"":6}"
a92qob,80424,436.75,185.532,true,2017-01-15T12:56:01Z,1935-08-19,08:56:45,"7,1","{""x"":5,""y"":4}"
ptgpaa,97422,655.59,790.43,false,1936-06-30T11:12:18Z,1932-11-03,02:45:30,"7,7","{""x"":8,""y"":6}"
6p56jr,58697,763.22,226.502,true,1925-08-08T06:20:01Z,1974-02-13,08:45:03,"5,2","{""x"":3,""y"":6}"
gu7ikm,18113,907.80,464.82,false,2005-08-15T03:07:20Z,1941-07-19,03:19:15,"8,3","{""x"":5,""y"":5}"
zrkmnt,35043,625.84,427.939,true,2011-09-10T12:10:01Z,1966-07-09,11:02:40,"1,7","{""x"":4,""y"":6}"
kjgc7h,16321,872.84,457.645,true,1968-03-11T05:14:10Z,1990-10-31,07:44:52,"7,2","{""x"":5,""y"":5}"
c61qye,95005,623.23,332.983,true,2000-03-30T11:21:37Z,1935-07-29,11:03:02,"3,6","{""x"":6,""y"":6}"
hur6fq,50198,872.94,892.476,true,1920-05-07T12:15:31Z,1960-01-18,04:39:53,"5,3","{""x"":9,""y"":5}"
gfzjc4,26586,401.42,240.95,false,1944-10-31T02:09:20Z,2008-04-08,12:31:17,"1,7","{""x"":7,""y"":9}"
nl0arc,27470,518.63,760.466,true,1957-06-07T03:18:49Z,1991-06-08,10:01:49,"9,6","{""x"":3,""y"":5}"
qkouwc,35018,785.07,125.723,true,1989-01-24T02:50:03Z,1962-04-22,10:07:11,"7,8","{""x"":6,""y"":5}"
7v558s,74083,597.90,869.76,false,1926-05-06T08:59:12Z,1981-02-10,06:12:46,"8,2","{""x"":5,""y"":1}"
csjkeg,13352,486.87,670.489,true,1925-03-07T04:48:44Z,1960-06-23,12:34:50,"4,9","{""x"":8,""y"":4}"
1lchui,79460,851.90,406.90,false,1977-03-24T07:25:09Z,2006-06-19,10:41:04,"9,4","{""x"":2,""y"":2}"
9vlypx,61562,300.50,930.831,true,1939-04-17T05:14:38Z,1953-09-19,07:16:35,"9,2","{""x"":6,""y"":1}"
43xct8,85927,885.74,238.089,true,2013-12-27T09:41:53Z,1952-08-10,05:02:18,"8,1","{""x"":5,""y"":8}"
6l8n5j,52191,793.52,740.84,false,1963-03-06T12:24:52Z,1944-08-25,11:32:16,"7,6","{""x"":8,""y"":6}"
p2zzce,26565,847.62,712.299,true,1922-02-04T06:48:49Z,1965-05-19,01:24:08,"5,7","{""x"":3,""y"":8}"
ngy07p,96625,469.10,511.71,false,1938-09-17T10:46:18Z,1936-01-17,06:06:43,"5,8","{""x"":7,""y"":8}"
36k8fy,37537,176.31,520.220,true,1931-10-05T07:03:22Z,1993-12-09,07:35:06,"1,5","{""x"":2,""y"":4}"
qyzfoo,13249,821.22,904.243,true,2013-03-30T06:12:52Z,1989-07-16,06:30:54,"3,1","{""x"":8,""y"":2}"
myg57v,35442,895.45,396.504,true,1995-11-22T12:09:23Z,1988-06-11,06:14:06,"8,3","{""x"":7,""y"":4}"
ttkvyo,74259,537.43,879.448,true,1990-04-05T04:54:54Z,1945-12-22,04:27:50,"7,9","{""x"":5,""y"":5}"
3ywaws,15601,278.80,573.215,true,1952-01-14T12:46:16Z,1930-12-29,08:01:04,"7,8","{""x"":5,""y"":6}"
o1jr9q,41953,398.75,221.91,false,1962-02-23T11:07:15Z,1996-05-09,07:31:32,"3,2","{""x"":4,""y"":2}"
riv3d5,23848,421.05,269.49,false,2000-08-15T11:16:03Z,1928-02-01,03:31:02,"9,7","{""x"":6,""y"":6}"
97f7ee,12703,218.53,246.99,false,2019-09-14T06:05:42Z,2002-12-04,08:04:18,"2,7","{""x"":4,""y"":2}"
o1o9mu,18433,522.44,677.10,false,1996-09-06T06:08:16Z,1958-11-29,05:07:25,"5,3","{""x"":7,""y"":6}"
npf90d,89381,165.78,762.14,false,1999-03-11T01:05:33Z,1970-06-08,06:15:23,"1,1","{""x"":4,""y"":2}"
rwjhxn,83849,180.20,553.483,true,1963-11-19T10:38:29Z,1964-06-20,09:21:48,"6,6","{""x"":4,""y"":5}"
qsw3tu,39597,688.45,852.99,false,1981-02-23T02:52:48Z,1922-12-05,09:07:31,"7,9","{""x"":9,""y"":5}"
1ydkpq,61220,796.62,319.00,false,1954-04-06T05:32:04Z,1938-08-20,01:33:25,"8,7","{""x"":4,""y"":5}"
dxcldr,29371,364.85,159.803,true,1930-09-07T06:42:50Z,2005-08-19,12:49:16,"4,5","{""x"":6,""y"":6}"
mxtpi1,77164,855.33,888.421,true,1954-03-01T10:26:24Z,1942-06-07,05:33:14,"7,1","{""x"":6,""y"":1}"
xid8u7,16232,273.86,800.29,false,1926-08-10T08:47:51Z,1961-10-18,11:30:40,"3,3","{""x"":2,""y"":8}"
thgtg8,78887,201.71,571.192,true,2011-08-20T09:49:23Z,1956-10-14,06:36:28,"5,6","{""x"":5,""y"":5}"
epihgm,19873,621.72,886.92,false,1986-09-22T11:09:13Z,1933-04-30,11:07:22,"7,1","{""x"":6,""y"":1}"
8kcny8,30557,852.23,722.493,true,1921-12-07T12:57:35Z,2014-09-11,03:34:37,"2,3","{""x"":6,""y"":4}"
g7rfew,96377,229.32,937.824,true,1936-06-15T05:19:24Z,1944-09-28,10:53:44,"1,9","{""x"":7,""y"":8}"
xi1j1i,65457,958.19,448.65,false,1923-12-25T03:22:47Z,1952-07-02,10:24:12,"5,3","{""x"":2,""y"":8}"
5lc1zs,61658,664.76,103.12,false,1924-07-13T02:56:18Z,1955-06-18,04:04:47,"5,9","{""x"":8,""y"":5}"
p0a9hy,10150,822.39,281.811,true,1980-07-22T11:23:43Z,1997-03-15,10:15:33,"4,9","{""x"":2,""y"":2}"
livwfh,27169,879.79,765.09,false,1973-03-18T11:51:30Z,2001-11-14,05:47:18,"3,2","{""x"":7,""y"":6}"
weqrrc,87664,747.93,137.56,false,1924-11-27T09:34:54Z,2009-10-21,03:19:16,"2,6","{""x"":1,""y"":2}"
iqmojy,34865,238.36,916.148,true,1999-05-05T05:55:54Z,2011-08-26,06:58:35,"4,9","{""x"":5,""y"":7}"
8qcy64,98313,486.01,247.35,false,1976-05-16T02:42:34Z,1928-03-26,12:36:35,"5,2","{""x"":3,""y"":9}"
u3q52a,51830,782.00,307.360,true,1964-11-19T08:27:43Z,1955-08-13,03:34:40,"1,4","{""x"":3,""y"":5}"
14oh70,88605,881.01,180.258,true,1989-08-13T06:06:14Z,1970-09-21,09:32:49,"7,8","{""x"":6,""y"":8}"
6mw58y,45271,574.18,396.80,false,1940-05-10T01:57:35Z,1973-09-11,09:54:10,"5,1","{""x"":8,""y"":2}"
lx9x8b,83167,237.96,569.43,false,1932-03-14T06:56:40Z,1945-11-27,12:00:25,"2,3","{""x"":6,""y"":3}"
uiol8y,76695,586.97,297.73,false,2003-01-07T01:09:00Z,1943-10-28,03:37:54,"1,3","{""x"":1,""y"":4}"
lgw5il,51534,465.81,916.438,true,1928-02-28T01:24:28Z,1995-11-20,06:32:05,"8,9","{""x"":1,""y"":3}"
htb3fw,42699,971.37,309.86,false,1968-09-05T02:07:27Z,2007-03-20,12:14:35,"6,5","{""x"":9,""y"":4}"
aisj4m,16267,380.14,179.127,true,1938-07-11T03:57:53Z,1953-09-04,11:53:14,"9,4","{""x"":8,""y"":1}"
a8fb9k,80844,122.66,114.448,true,1946-10-16T01:32:13Z,1941-09-19,10:01:07,"1,1","{""x"":8,""y"":7}"
98quwv,46702,505.12,716.825,true,1984-05-08T05:01:19Z,1954-01-10,07:21:19,"8,7","{""x"":4,""y"":8}"
8pmb4q,14231,400.01,472.427,true,1989-09-19T09:28:08Z,2004-11-15,10:00:05,"3,5","{""x"":3,""y"":2}"
9p8gob,14083,226.57,401.015,true,1972-10-08T05:51:16Z,1966-12-28,09:50:00,"9,1","{""x"":8,""y"":1}"
o3qvmn,87477,684.96,302.88,false,1985-03-31T02:54:59Z,1973-03-05,05:23:34,"6,9","{""x"":8,""y"":9}"
kguwoi,95301,242.16,362.04,false,1961-08-10T10:11:25Z,1957-04-10,10:41:01,"7,7","{""x"":6,""y"":2}"
8lgmt5,63843,254.23,293.218,true,1970-01-06T03:50:35Z,1975-03-04,09:37:56,"5,5","{""x"":8,""y"":4}"
oas4l9,24856,851.81,126.389,true,1940-09-14T08:21:35Z,1999-08-31,05:21:56,"5,8","{""x"":9,""y"":4}"
ru2a48,18153,874.18,754.64,false,1974-08-29T11:57:39Z,1942-02-22,10:31:44,"9,6","{""x"":6,""y"":8}"
6iz1g2,44136,229.32,216.42,false,1929-02-06T12:22:42Z,1998-10-21,06:21:39,"4,4","{""x"":2,""y"":8}"
ukq7qw,26432,355.00,487.81,false,2014-01-03T03:48:08Z,1975-12-14,12:50:01,"1,5","{""x"":7,""y"":5}"
7blacc,81777,318.67,232.787,true,1927-01-25T12:03:03Z,1947-01-27,06:51:22,"2,2","{""x"":6,""y"":9}"
sxfnpk,18966,539.61,666.44,false,1944-09-22T08:28:12Z,1936-12-16,03:24:12,"1,5","{""x"":2,""y"":4}"
9utcgn,18211,306.82,119.368,true,1942-04-10T11:59:55Z,1986-03-08,11:03:21,"9,7","{""x"":6,""y"":3}"
nz42ls,96899,458.26,535.299,true,1986-01-08T12:50:06Z,1995-02-16,02:37:22,"8,3","{""x"":4,""y"":3}"
t4sqrs,65532,918.38,740.95,false,2018-10-27T08:33:24Z,1994-10-27,11:58:58,"7,3","{""x"":2,""y"":2}"
u83q0e,62102,383.14,864.49,false,1977-09-05T01:14:35Z,1936-12-31,11:17:13,"6,2","{""x"":8,""y"":3}"
9eujah,20274,603.78,730.52,false,1959-01-02T05:22:41Z,1963-07-21,09:32:24,"1,4","{""x"":9,""y"":3}"
nv12g0,62119,138.73,251.684,true,2005-01-15T11:02:57Z,2005-10-26,10:56:50,"5,5","{""x"":3,""y"":9}"
n2twg3,85289,741.40,229.51,false,1930-04-29T07:34:03Z,1949-05-25,10:04:57,"8,6","{""x"":5,""y"":4}"
thnu6j,72613,298.80,204.28,false,1970-07-22T07:01:41Z,1982-06-10,05:37:18,"7,1","{""x"":2,""y"":6}"
f3nxl0,52045,409.82,760.21,false,1965-08-05T12:54:00Z,1970-12-06,06:58:58,"3,8","{""x"":6,""y"":5}"
te49uu,52325,628.45,178.788,true,1932-09-26T07:51:03Z,1970-12-07,07:55:54,"9,2","{""x"":8,""y"":6}"
dd3d2j,62567,365.84,699.80,false,1969-07-11T07:46:05Z,1975-05-30,12:54:37,"5,1","{""x"":7,""y"":7}"
hcqro8,58642,900.72,374.50,false,1962-01-31T12:39:53Z,1921-09-01,06:36:34,"1,2","{""x"":9,""y"":4}"
1twmyw,88281,237.51,258.56,false,1994-01-17T01:55:36Z,1939-02-07,05:28:38,"2,4","{""x"":2,""y"":2}"
hlwdfg,99048,447.75,855.63,false,2018-05-26T03:32:39Z,1955-02-27,09:34:40,"3,5","{""x"":3,""y"":3}"
iysg84,96726,692.02,381.22,false,1928-11-29T05:48:38Z,1977-03-20,12:29:08,"2,9","{""x"":2,""y"":6}"
yet1rn,72640,208.07,476.55,false,1926-05-04T03:16:55Z,1955-06-15,01:25:58,"4,4","{""x"":9,""y"":2}"
nlh7ub,15880,346.99,373.037,true,2019-10-30T08:57:58Z,2015-05-10,10:39:11,"1,5","{""x"":4,""y"":3}"
ufqqrg,18521,816.26,914.00,false,1924-09-25T04:28:23Z,1926-07-26,11:09:22,"4,4","{""x"":2,""y"":5}"
8krhyy,58483,676.97,615.99,false,1997-08-22T12:56:44Z,1921-05-04,11:12:52,"6,6","{""x"":8,""y"":5}"
92p96l,48639,249.09,814.404,true,1998-10-02T09:18:34Z,1951-11-14,04:02:55,"5,6","{""x"":5,""y"":3}"
1z0iiw,17771,352.26,921.222,true,1978-05-06T08:21:21Z,1940-04-02,05:03:51,"1,8","{""x"":4,""y"":5}"
9cn73w,52222,966.33,981.60,false,1975-05-14T09:53:19Z,1949-12-13,06:46:23,"6,3","{""x"":5,""y"":8}"
vcknrz,86956,691.40,238.37,false,1978-06-19T02:47:26Z,2016-05-23,11:09:22,"9,4","{""x"":9,""y"":1}"
4exp08,90369,556.16,471.79,false,1965-07-31T08:16:07Z,2006-08-25,01:44:06,"7,1","{""x"":5,""y"":2}"
h574lg,61068,930.76,383.472,true,1992-05-12T06:00:54Z,1955-10-18,11:20:03,"9,5","{""x"":8,""y"":3}"
