string,integer,number,boolean,datetime___________
xitrxl21d,33410,733.76,false,1963-10-20T07:03:45Z
adcoaars6,53405,177.597,true,1947-05-05T07:31:56Z
c15fev074,35190,994.363,true,1984-07-10T10:43:14Z
bo829fm7k,85630,998.06,false,1953-08-22T03:12:12Z
carzhucbb,48686,450.727,true,1930-02-20T08:50:54Z
evtknfc26,65681,600.711,true,1950-08-05T12:33:09Z
rgyqhx0f3,32817,818.95,false,1951-04-21T01:23:31Z
hjzoiv8hd,16835,424.38,false,1956-04-10T06:46:45Z
1w9nfahno,23401,131.35,false,1953-04-05T05:12:41Z
9ayu3yjfk,84199,132.69,false,1959-07-28T03:56:08Z
vyimerfnk,40466,967.55,false,2007-06-30T03:53:26Z
851g5tw8h,18523,786.13,false,1989-10-02T09:39:57Z
lv4tnpu1m,69183,444.10,false,1997-03-30T11:12:03Z
ie7pb30r6,32952,757.653,true,1971-07-01T06:11:52Z
9bwt68zat,64616,450.50,false,1997-02-28T07:35:30Z
10oevlt1n,71450,809.874,true,1942-12-01T04:06:09Z
vbhwoepla,28056,629.98,false,1976-09-05T09:40:11Z
zzp994kaf,92197,901.509,true,2011-03-06T04:17:07Z
nr3m1hgnx,96995,871.33,false,1972-11-16T12:19:28Z
yq3clc7nh,44212,476.67,false,1966-08-12T07:40:23Z
qls51v6cr,97613,358.351,true,1945-08-03T09:36:36Z
x45wqs6xp,15996,799.58,false,2008-11-15T08:45:37Z
875zmaru9,40270,815.89,false,1999-05-20T05:32:54Z
aneuehf38,29567,453.753,true,1953-08-13T03:32:47Z
ungggql48,43954,281.17,false,2003-03-27T12:21:59Z
rfjyj5b25,54021,705.793,true,1950-01-20T06:44:32Z
vnitdbgqd,95141,537.24,false,2011-04-13T07:07:13Z
5crej7dp3,65060,317.633,true,1951-09-17T01:15:57Z
j141p91ui,18477,661.461,true,1965-05-03T02:00:10Z
w9l0j5tha,55624,122.60,false,1928-10-12T11:46:03Z
fah6bjvv3,68391,331.565,true,1991-07-24T06:14:25Z
6w2df2x6u,59481,708.394,true,1942-11-16T03:00:57Z
6go4gu0jv,87225,522.89,false,1956-03-17T03:47:04Z
upqn9k4bd,91727,729.666,true,1992-12-22T11:23:27Z
r1vyw3g1k,68825,872.822,true,2004-05-30T12:20:08Z
zunt6twz9,85903,811.47,false,2001-01-14T10:10:22Z
ckf8cxsdz,42659,887.707,true,1993-04-05T02:32:03Z
uf5fut9qo,18134,843.58,false,2009-05-01T04:10:22Z
j1kbj28l3,54650,160.26,false,1926-08-21T11:47:11Z
5fpon6l9c,36128,257.88,false,1974-06-09T12:57:49Z
vw974yp5y,36928,706.05,false,1992-02-04T11:04:05Z
e8nsy2n95,17286,654.90,false,2001-10-23T04:52:44Z
13d2x7z9p,43326,116.41,false,1988-12-12T09:45:20Z
bvgx5cu0s,52400,214.29,false,1924-01-31T06:10:43Z
hmf0i4qur,32852,947.49,false,2000-01-11T01:22:43Z
7bx5l0u6s,58772,554.17,false,1973-07-04T06:25:57Z
2j0pbft08,61464,107.221,true,1981-10-01T04:57:44Z
mzoyzwcrl,81712,286.19,false,1938-04-11T07:46:43Z
6yyfp4nzd,99428,761.734,true,1969-08-20T06:37:27Z
8szcuid0s,35026,934.40,false,1985-08-30T11:21:45Z
ukrtbnqum,47555,407.34,false,1930-05-23T02:18:39Z
orjlou3mu,25904,262.27,false,1931-11-11T09:37:22Z
0tr2j32jy,18270,835.514,true,1960-03-16T01:49:37Z
4qm6isubo,21278,738.928,true,1940-04-13T03:27:18Z
2wa4lsjgq,20628,512.252,true,1998-03-31T12:58:30Z
s61jq3byz,87122,466.39,false,1967-01-29T07:05:36Z
cq81a2lyk,44130,891.44,false,1925-11-27T01:25:49Z
jny0jebmx,13315,626.51,false,1965-09-24T06:31:17Z
2suaauyhj,60064,713.75,false,2011-09-22T09:17:47Z
ekkmzry8j,54628,665.52,false,1933-03-22T02:38:56Z
96zy5aru2,22124,631.94,false,1922-07-18T01:35:21Z
7vclri4ld,33069,651.542,true,2012-06-11T01:34:11Z
5zerz3vka,12086,451.64,false,1925-11-03T04:18:25Z
rouiu3hd2,60725,716.66,false,1925-05-11T04:20:33Z
zfi48frz6,78982,518.864,true,1971-04-14T09:19:01Z
e1csrc3l1,27329,786.88,false,2002-10-05T11:31:37Z
zv2nd84bd,73298,753.35,false,1946-06-02T12:50:53Z
5z6s8oyp6,77791,810.18,false,1997-03-31T08:00:01Z
w4ji1gu58,30710,576.28,false,2015-04-23T08:51:16Z
cs85dakot,48955,511.897,true,2016-01-30T09:24:53Z
c6eon7v9a,53064,664.61,false,2002-07-01T05:09:08Z
by1na0yqi,88613,843.61,false,1981-07-13T08:15:32Z
7pmhaevrk,61868,565.198,true,1936-05-31T11:48:30Z
0co9frwn7,77380,336.526,true,1968-09-07T02:42:07Z
r526ckdhu,58212,656.165,true,2018-12-27T08:14:22Z
4b8heospv,77388,313.773,true,2001-04-14T01:00:21Z
8ujr0szuw,35996,141.046,true,2012-04-15T09:29:51Z
cbjbz1flz,72798,397.714,true,1988-10-08T02:10:10Z
k9k1u0tea,67329,521.70,false,1945-03-12T08:27:46Z
dbp9wh9c0,39820,313.76,false,1935-11-26T07:17:00Z
kbrib1trq,28886,567.02,false,1998-06-29T04:43:27Z
u9xeeu6a0,66401,520.00,false,2000-08-10T07:44:21Z
6pkd52pon,99968,788.694,true,2012-09-11T05:40:09Z
5fd92205q,34542,707.937,true,1995-03-03T04:11:14Z
pv4n8vmg7,13284,819.85,false,1974-03-22T05:50:59Z
x751ydakz,48315,713.38,false,1974-11-05T03:14:41Z
wfosiaf3a,81976,607.326,true,2004-04-02T09:23:36Z
r2b69y66z,50997,505.542,true,2018-09-27T07:11:36Z
qk1eo0cln,27222,356.840,true,1971-10-18T01:33:39Z
xwvp01unk,46256,872.592,true,1984-09-21T06:23:13Z
cez2erjxj,20999,258.845,true,1951-05-30T07:02:29Z
c4lzkg4q5,22698,250.207,true,2012-12-06T04:21:05Z
93uhm4grt,10908,149.755,true,1988-08-19T12:16:53Z
6br87eatq,52504,874.071,true,2015-11-11T04:00:20Z
lqldmfmai,89901,408.72,false,1996-02-28T07:36:02Z
y63gpcn2s,88089,811.10,false,1946-02-07T09:04:02Z
a4gpz1lnu,50681,732.444,true,1921-12-28T10:50:09Z
cpi8vehmv,54902,578.72,false,1950-04-15T03:12:45Z
zi8ree6wi,84650,666.96,false,1924-08-25T05:50:55Z
0swxcmwlw,86933,324.29,false,1956-12-16T07:06:17Z
zq86lk4do,81921,574.67,false,1977-01-29T02:37:28Z
hfn2kj0mg,14400,525.236,true,1998-02-08T08:35:07Z
dvwx3zq2k,19494,286.164,true,2007-06-08T10:47:46Z
sjw03w1py,35603,116.01,false,1988-04-28T02:11:16Z
2x9idrxtm,70600,788.237,true,2008-02-14T02:10:30Z
adn0egfan,30729,986.673,true,1933-01-06T11:36:16Z
pua5t5jg6,47585,477.418,true,1981-08-14T05:32:01Z
sbdj6pg88,46503,293.643,true,1956-01-01T05:20:59Z
1cfrhzytq,64120,109.707,true,1981-04-09T01:19:57Z
5z27u7xug,52531,994.97,false,1965-08-27T07:00:55Z
kiodcc3n5,17329,128.007,true,1957-02-07T11:28:06Z
seh77akzw,94986,835.02,false,1977-12-29T05:26:36Z
qj2he8gi4,33111,143.75,false,1995-04-21T11:29:50Z
3j2bk7auw,26832,544.348,true,1963-02-22T07:13:14Z
cdi26j5na,59746,485.709,true,1973-06-21T08:26:11Z
e9lv625re,38819,100.85,false,1968-03-29T10:00:29Z
t30e3smvj,10284,103.922,true,1977-12-08T03:31:56Z
hw5k738e1,48751,349.39,false,1937-12-02T04:54:16Z
elzje4bi4,59116,758.771,true,2016-06-04T02:38:37Z
c3dz36gdz,28759,462.36,false,1981-12-18T06:52:11Z
gx5oeh3e2,87075,902.479,true,1920-10-01T09:37:30Z
56h8moj1p,29516,396.91,false,1934-06-14T01:42:37Z
bcruohxip,97705,353.34,false,1969-07-09T03:17:11Z
ew341l4tz,77817,534.69,false,2012-02-01T06:57:09Z
00v267vf7,36626,512.58,false,1939-07-03T12:54:36Z
kzfbn0e3y,66647,173.64,false,1971-08-19T05:59:11Z
h6rvi3yr3,95846,761.288,true,1934-06-27T04:02:32Z
5be69it3v,48133,331.81,false,1957-11-10T05:16:02Z
wq917pw81,79036,971.745,true,1973-06-12T09:11:12Z
xd71n1t1h,85712,911.32,false,1939-06-10T11:39:48Z
di0qn3wv6,43502,581.48,false,1923-09-22T06:20:38Z
uu05q8el2,96392,825.08,false,1955-01-23T08:19:33Z
poi2ipou7,42181,744.93,false,1961-09-26T09:41:52Z
h9wgq20ke,11599,405.477,true,1946-10-29T10:05:46Z
2s3b9fwva,38407,675.51,false,1996-03-21T02:58:54Z
mzhms7lvv,46828,417.501,true,1958-12-07T09:37:54Z
nuz1mx5vn,85244,226.615,true,2010-08-03T12:41:26Z
mup88wawh,61284,406.687,true,2016-06-08T08:33:00Z
pd8bedtr2,56172,794.564,true,1994-10-31T10:17:15Z
gusncabrv,11975,264.16,false,2020-02-29T05:56:03Z
925ntsa1q,22250,662.848,true,1943-01-20T08:39:15Z
t56twhgv9,95178,732.116,true,1966-10-21T11:09:39Z
xq43swl2h,68804,424.193,true,2007-09-13T07:25:02Z
uvglpd8st,52867,419.52,false,1925-11-04T06:48:11Z
in6jnrkq4,86114,684.260,true,1992-03-06T03:41:46Z
1mz8m3dye,89258,108.59,false,1944-11-03T06:39:25Z
klwneozst,50697,708.169,true,1971-05-07T02:17:46Z
daz6keene,15166,938.699,true,2006-08-10T10:40:43Z
929ulshj1,97614,632.795,true,1944-03-10T04:13:29Z
rfmmoeo9x,52188,959.272,true,1973-02-10T11:28:52Z
6c5drogke,22310,831.45,false,2001-01-17T01:01:41Z
0gdrxl1zv,22466,956.99,false,1934-05-03T06:49:05Z
70t2nwwtr,12697,109.434,true,2002-11-09T01:47:06Z
qbnsz7eq8,11735,199.855,true,1972-11-26T05:57:55Z
55rmoio6g,16253,635.47,false,2016-09-25T04:20:13Z
yvap3dde5,87252,924.89,false,1999-11-09T09:58:34Z
a2cjeiaf6,65574,300.776,true,1965-03-08T02:07:09Z
yekdzq4c1,24886,287.23,false,1952-11-08T09:09:41Z
ri3natilj,86906,313.92,false,1979-06-03T10:48:00Z
f2pd5z6pc,18302,670.745,true,1941-11-08T08:52:18Z
2lb0pbdyt,38132,387.181,true,1921-08-02T04:53:18Z
sg5cz9ulx,92788,256.536,true,1944-03-06T12:16:21Z
hg8mgt0df,70434,801.333,true,1957-07-10T08:37:42Z
nbraip40z,57061,946.67,false,1941-03-07T01:13:00Z
w3exnsi92,16115,442.239,true,1954-02-11T01:55:45Z
41bp1v7z0,70992,686.367,true,2011-01-03T09:11:07Z
n6rn33to4,61335,765.11,false,1928-07-04T01:44:35Z
3xxgc72nj,93808,188.95,false,1933-06-28T03:37:47Z
b1j6th6m9,72725,511.364,true,1972-02-28T06:15:56Z
m4d2beaxb,76223,846.48,false,1936-12-09T10:00:09Z
b7sag9rc0,20986,525.77,false,1933-10-18T02:01:26Z
4j99hj2md,61841,871.21,false,2017-09-30T02:28:58Z
riv5mdene,41214,415.78,false,1937-05-01T07:42:36Z
edhcbwskw,83557,731.624,true,2007-09-05T02:53:23Z
bycl5op6q,27507,268.49,false,1994-02-06T12:45:08Z
sheb72vl1,32344,918.38,false,1944-01-12T01:32:18Z
8wh04iy75,13847,880.11,false,1966-07-23T09:36:13Z
yrr8yryrv,30019,620.17,false,1988-12-27T12:39:44Z
vd60u2i75,63103,896.97,false,2005-01-09T03:56:12Z
cucfu2odl,95962,757.741,true,1993-01-31T12:11:06Z
khxjbrqci,50215,779.31,false,1979-10-11T05:10:13Z
x406grhkg,37311,267.174,true,1973-07-20T11:36:52Z
xz57b4jp3,71689,941.36,false,1930-10-11T01:38:37Z
cwvqwf04w,48347,321.887,true,1955-10-18T11:28:56Z
yjnc8tt1m,57480,595.699,true,1980-07-01T12:45:12Z
xn4s6jht9,58028,857.83,false,1922-09-01T01:04:36Z
jyzrgkszr,53021,104.44,false,1982-01-25T10:38:50Z
zh1guqyvs,25836,791.59,false,1943-12-01T05:19:00Z
qfquvp86g,60332,298.80,false,1976-04-27T08:40:02Z
rhhq8090v,70507,256.43,false,1926-07-20T09:06:36Z
78wxwsc1k,25189,604.40,false,1998-01-11T10:55:38Z
al6n76cax,76932,257.469,true,1998-11-15T07:01:02Z
uhjsqtv3a,68947,378.01,false,1949-03-20T12:34:13Z
y55b9lxvs,34677,608.139,true,1941-09-15T06:01:33Z
fvypij5jp,20210,357.76,false,1983-11-09T10:14:31Z
ygvxyz566,75718,609.81,false,1957-09-15T01:50:00Z
7qq76qusa,85552,991.032,true,1947-07-22T10:08:33Z
0m03t1mdv,60496,499.919,true,2010-07-06T03:14:13Z
qcfta23l8,56636,284.362,true,1972-01-07T09:40:10Z
f3x75xzm0,94508,284.564,true,1936-03-31T10:32:27Z
18iy8e2xe,39042,423.742,true,2016-04-29T09:47:50Z
2n3ch0jga,39874,788.904,true,1990-04-27T08:44:36Z
bnqq4lu9z,15629,837.92,false,1926-10-12T08:13:25Z
mzfzfg9rq,97959,988.542,true,2009-10-26T04:25:55Z
qv54bvzaq,61657,523.89,false,1932-06-10T03:37:26Z
yav5d99nz,32384,508.016,true,1995-12-29T12:27:06Z
hgxog5nf7,26827,906.002,true,2013-08-07T12:32:38Z
2w1ddstgj,63382,174.21,false,1950-12-27T02:35:37Z
l20k9jx0d,26383,981.55,false,1951-05-30T10:28:39Z
4q737e06y,14534,715.88,false,1973-06-29T06:04:42Z
nts68z2s6,47771,787.124,true,1945-09-07T06:51:41Z
44y8hda2r,57737,731.442,true,1922-05-11T07:48:06Z
tb3k1p2eb,69711,637.32,false,1975-08-07T11:28:12Z
x2rdoxi2r,95502,701.48,false,1953-08-03T03:54:00Z
xg10q2ano,16658,295.44,false,1924-06-09T08:28:16Z
x9va0i0fk,87380,249.726,true,1969-01-23T09:27:36Z
bvx84kvxb,19958,649.36,false,2013-06-12T05:49:18Z
5y7yvgu3i,37691,773.66,false,1963-03-04T09:24:24Z
urttzdq7m,48433,110.76,false,1983-08-26T08:35:03Z
c8co04lv3,73343,418.187,true,1921-03-16T11:49:10Z
sv6t86clb,60847,122.640,true,1949-11-25T02:54:28Z
ky94yw4ar,97206,357.77,false,2010-01-02T11:10:07Z
qto62dz3k,56160,123.707,true,2017-01-09T10:48:23Z
dfcrjv7qo,45721,284.59,false,1975-07-29T11:32:08Z
64qb6lqfp,90057,626.503,true,1940-08-23T10:56:58Z
osxyjwcdl,24891,374.47,false,2004-05-07T09:40:07Z
1jty3bhpd,55020,402.139,true,2020-02-12T06:23:20Z
j0o6486tr,50677,339.96,false,1957-07-09T08:05:09Z
kcxjj1oh4,52642,355.896,true,2007-08-06T10:19:53Z
028l0aivl,31968,227.83,false,2012-01-18T04:03:25Z
xu1yag0k2,69140,601.43,false,2013-06-11T08:55:34Z
y9pezvy7p,83667,930.91,false,1979-06-02T02:41:29Z
4tlbfv1i7,60060,956.67,false,1981-07-07T08:53:55Z
89er6d4kb,10063,357.54,false,2011-08-13T06:39:11Z
ckv8nxbwu,34371,774.45,false,1937-03-29T11:58:53Z
i7lkljd8l,23769,888.25,false,1933-07-04T02:19:41Z
45edudln4,87954,389.658,true,1941-11-03T08:49:14Z
6u1vivapw,76968,875.82,false,2008-08-13T12:27:20Z
lyezuk3pt,13864,834.68,false,1968-06-28T07:58:26Z
plvz50xlc,45226,868.78,false,1949-11-11T04:27:22Z
9p0jq8iyy,85925,583.11,false,1942-03-06T10:32:53Z
cfm449lyc,83790,909.130,true,1968-01-02T04:20:15Z
0w4d47ax8,18754,753.417,true,1958-06-15T09:47:53Z
gxqi3v849,41059,772.79,false,1966-01-05T12:03:00Z
v8oqvqj7l,28747,125.55,false,2004-07-11T08:53:51Z
802dyqo6d,76681,619.489,true,1975-06-20T02:20:18Z
ye1lnpazh,53562,941.06,false,1996-08-14T08:48:13Z
8v5qsa6d1,11651,441.642,true,1940-05-15T05:05:40Z
3u0pni2l3,79705,629.358,true,2010-01-27T05:48:36Z
i15mz6s1r,16374,179.55,false,1980-06-19T01:07:54Z
zf9jr5e4k,15551,937.880,true,1942-04-23T07:31:40Z
rs7tsp9rc,76793,134.169,true,2019-08-28T06:54:03Z
1q91jiva8,99534,440.647,true,1952-03-29T04:10:45Z
mqgpyqywp,86534,712.08,false,2012-06-13T02:14:55Z
0pc83oovo,19038,969.89,false,1920-10-15T03:59:48Z
hpxitw2gk,29559,342.956,true,1973-07-28T02:41:03Z
z7v6b9vcp,16109,417.40,false,1947-07-29T02:51:22Z
eps0amvu9,32971,628.424,true,1986-09-17T05:28:45Z
8ny74cu8i,59622,515.89,false,2014-01-16T02:51:12Z
jmmm3k9li,69818,733.41,false,1999-08-31T01:26:51Z
045i639w2,30534,574.630,true,1987-08-26T12:45:23Z
wbpyknswo,68453,495.87,false,1965-05-21T01:23:12Z
s7u7bmtru,15403,289.217,true,1972-12-31T12:22:58Z
dxduvxwi9,47357,964.997,true,1955-10-31T08:31:02Z
8ilmigs97,17950,677.259,true,1929-05-11T11:13:54Z
8s3snhbd4,77193,914.78,false,1935-03-06T01:20:32Z
uux1tdb33,20468,322.12,false,1973-08-11T07:26:16Z
yszv7j5g8,59741,290.46,false,1972-12-21T12:04:25Z
mrurvcdbd,41155,476.937,true,2011-08-21T02:54:52Z
k73sfb0yv,30021,711.627,true,1942-09-13T12:08:53Z
82ecoo6g4,32079,208.926,true,1958-05-26T05:58:52Z
23mc3wte5,79913,699.698,true,2009-01-17T10:38:00Z
sj5hcbc3v,72864,319.09,false,1995-11-07T12:47:29Z
32ju88hft,90770,360.56,false,1984-01-24T11:06:26Z
a7pgryqix,38666,585.285,true,1991-07-31T03:15:30Z
wi4x9a3s1,64473,960.850,true,1992-02-27T05:55:15Z
huqe4d2qd,68177,878.015,true,1987-07-11T03:12:55Z
91ltw1klb,14651,951.582,true,1934-12-20T09:06:25Z
gyfoyaklf,84177,540.03,false,1925-05-31T05:33:03Z
rrs3dv092,12458,260.108,true,1988-10-05T08:57:00Z
cs277llrz,57649,285.65,false,1955-09-02T02:04:19Z
vf4fn95px,30639,327.47,false,2011-10-09T06:00:44Z
9kiy560rt,95153,155.53,false,1939-11-08T02:01:05Z
lg8931ul6,17713,220.388,true,1970-12-11T01:40:57Z
pdxlqi1m4,89076,152.50,false,1972-09-21T11:09:55Z
vshepmo89,18682,266.970,true,1967-11-08T10:17:29Z
s0lxg3917,29984,114.989,true,1982-07-12T05:45:37Z
kpmndzpnk,33900,950.27,false,2003-08-11T05:01:29Z
ihnumwlfx,17493,262.735,true,2018-11-23T04:13:40Z
qkscg4lc4,26481,480.774,true,1975-02-01T04:25:53Z
2v5bo3wah,28174,737.76,false,1947-04-17T09:00:02Z
xe28rypoy,27543,472.631,true,1930-04-26T12:06:11Z
h3plmcwhu,87571,408.84,false,1969-04-09T12:10:23Z
p7egretf7,63345,412.85,false,2013-10-23T03:46:54Z
rlcewuw9v,21696,804.207,true,1988-04-19T01:12:05Z
yswc1vzx9,95236,664.513,true,1946-05-24T03:34:08Z
k5kga9icd,64887,299.429,true,1970-02-28T10:32:27Z
f0t7n1alw,98231,238.16,false,2007-07-12T10:34:54Z
rs21lt7jw,69858,857.330,true,1990-05-26T12:21:20Z
5b87ltcka,64585,799.44,false,1977-09-24T09:13:11Z
flouyeoe4,26215,239.314,true,2018-06-09T07:44:12Z
niuqkyvof,40171,284.67,false,1941-08-13T01:56:30Z
g590o0p5a,32593,898.434,true,1958-04-22T05:05:59Z
rk8jzg151,33736,880.91,false,2006-06-24T09:52:50Z
74gkqkmgx,36796,867.332,true,1954-10-15T05:45:26Z
jyz8qslx8,28293,620.58,false,1984-11-02T07:06:56Z
zln93ffm4,12865,422.86,false,1951-08-20T01:39:52Z
ihu6633dy,46184,464.58,false,2002-09-21T09:16:21Z
1j6m9jvqg,67304,187.221,true,1980-07-02T03:06:38Z
95c5gsw95,86268,932.102,true,1920-10-17T08:54:55Z
48xuhcnya,73022,936.100,true,2013-02-02T08:33:42Z
3vens738d,10027,313.06,false,1947-08-27T06:34:58Z
tac50i16y,17078,500.330,true,1937-06-14T05:47:27Z
0g3mg8l2h,38457,321.898,true,2015-04-28T07:53:56Z
vmvzmbdif,55932,909.917,true,1924-07-01T05:09:30Z
4comksvc0,80030,671.621,true,1976-12-10T03:03:15Z
j73kzdi99,48849,687.973,true,1983-03-05T01:20:37Z
cpzm7i3sh,32911,437.55,false,1933-07-16T12:25:40Z
38p5g62vl,96432,104.06,false,1999-09-13T02:57:47Z
z7xh6jrle,52825,530.853,true,1922-01-11T02:43:17Z
okknb45hg,36097,205.28,false,1981-12-19T06:32:51Z
sgsst4jm5,93228,161.80,false,1957-03-13T12:25:22Z
nma2zi0oc,77176,998.861,true,2019-03-23T10:24:03Z
2k0pu3h4n,90136,195.85,false,1982-04-25T10:13:00Z
i87y3qwol,79374,576.25,false,1923-03-06T11:20:26Z
zai71dbsj,64171,224.609,true,1990-11-09T02:55:15Z
7ir3br4oe,60534,207.33,false,1927-09-16T07:51:08Z
ria0lhgw1,15578,231.045,true,2000-09-20T05:31:36Z
xbwz1klzg,17635,532.191,true,1987-09-12T09:27:37Z
1joll3t0w,46442,774.684,true,1983-06-03T06:09:52Z
h6mtj1xlw,28841,235.59,false,1929-01-14T11:08:54Z
3jn9j7i24,23039,664.74,false,1989-09-11T08:57:04Z
m92iodfcp,85600,226.647,true,1937-10-06T04:32:14Z
16fj4xnuj,11526,106.304,true,1951-07-24T07:44:30Z
zg4dp8ru0,42691,860.590,true,2008-11-23T05:02:15Z
36vv32rs7,55303,979.456,true,1971-06-07T10:41:03Z
np2gegbat,38895,883.07,false,2003-03-25T06:46:35Z
lp358xc1o,22982,679.04,false,2016-05-19T02:19:25Z
uedbwntmw,42550,573.14,false,2017-07-24T08:57:32Z
cb76ki4dg,90488,910.26,false,1987-03-31T07:54:17Z
9puzt8xy0,39313,865.840,true,1986-12-05T12:49:02Z
2tngg3jok,13055,445.458,true,2002-02-14T05:39:03Z
9vozo5vu1,54139,107.975,true,1969-07-24T08:52:55Z
p9ospuo0t,44835,977.799,true,1922-06-30T04:13:57Z
imqgkwev5,15195,901.375,true,1923-01-17T06:07:12Z
zhwvqi370,82206,837.90,false,1946-07-25T06:35:51Z
fd8gc6blx,76287,711.797,true,2002-09-30T08:41:35Z
x9ew9q6zw,90757,795.44,false,1994-04-07T04:35:44Z
pgkouwu0k,70595,896.576,true,1953-04-01T02:00:27Z
xv1f9kfui,40844,604.65,false,2016-02-09T11:10:40Z
fs2glm5o1,84666,806.85,false,1940-12-13T10:55:14Z
pk2ohv6nq,39972,708.77,false,1999-10-09T09:27:12Z
arpburr4x,24125,625.59,false,2004-10-19T06:11:21Z
bw5r4zm7b,46459,583.663,true,1977-05-19T01:23:24Z
k0md8sjvv,38121,266.522,true,1975-07-15T10:06:09Z
f9ggj9wwj,45136,691.43,false,1973-03-25T08:59:16Z
xkn3fddlf,18478,343.81,false,1929-06-30T01:10:33Z
x4f5arp2h,88447,210.205,true,2013-07-10T02:00:05Z
az6bzxqz8,32179,911.272,true,1947-12-24T10:04:17Z
8w3aadm4l,54227,399.548,true,1947-05-19T03:35:32Z
9r85b9ksf,31299,476.790,true,1962-06-26T11:00:42Z
20xu4zer2,24591,956.15,false,1977-01-18T09:55:06Z
wm99jwdvt,33051,140.60,false,2008-10-19T03:13:22Z
jwloc8ibj,50569,767.270,true,1987-08-12T02:41:28Z
apmbl3uxn,89064,159.47,false,1962-02-14T09:13:57Z
e3eh2ik5w,10406,699.70,false,1950-11-16T10:03:04Z
xv2b0pxxx,34265,635.22,false,1936-07-30T12:35:11Z
n1xi7drs3,93159,903.650,true,1968-01-11T08:10:08Z
mx7drcmp0,43717,120.383,true,1969-12-06T02:29:23Z
vdmeq718d,87491,158.27,false,1949-04-30T02:41:17Z
zymkct9v8,87063,334.20,false,1969-08-15T04:44:40Z
2d3f046q7,51637,776.702,true,1920-11-30T04:22:34Z
