path_from_log,category,subcategory,current_exists,evidence_log
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\raw\event_transport_seed_summary.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\raw\event_transport_raw.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\final\event_route_context_map.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\final\event_arrival_guarantee_heatmap.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\final\event_ai_risk_or_bottleneck.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_cluster_silhouette.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_cluster_profiles.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_cluster_assignments.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\cuda_xgboost_check.json,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_decision_briefing.md,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_decision_briefing.json,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\results\ai_analysis\event_feature_importance.csv,event_transport_contest,result,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\candidate\event_feature_importance.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\candidate\event_completion_heatmap.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\candidate\event_cluster_profile.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
국방AI_활용_아이디어_경연대회\2026 철도·교통·물류 대국민 아이디어 공모\generated_figures\candidate\event_ai_risk_matrix.png,event_transport_contest,figure,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\generate_report_figures.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\generate_report.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\full_scale_run_status.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\전시_예비군_수송체계_시뮬레이션_개념도.png,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\국방.md,transport_simulation_core,text_or_doc,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_transfers.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_traffic.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_scenario.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation_strategy_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation_benchmark_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation_benchmark_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_validation.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_types.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_transfer_evidence_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_tracked_artifact_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_url_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_url_remediation_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_provenance_priority_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_provenance_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_provenance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_license_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_context_cache_request_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_source_context_cache_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_strategy_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_method_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_index_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_diagnostics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_sensitivity.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_seed_stream_manifest.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_route_road_evidence_exposure.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_speed_evidence.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_source_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_source_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_override_template.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_override_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_overrides.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_evidence_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_evidence_request_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_evidence_priority_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_evidence_diagnostics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_evidence.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_road_capacity_evidence.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_review_package_path_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_review_package_inventory.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_review_package_handoff.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_review_package_builder.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_reproducibility_smoke.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_reproducibility_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_reproducibility_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_reproducibility_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_replication_adequacy_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_region_reusability.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_timing_request_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_timetable_api.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_timetable.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_station_cache.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_station_binding.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_source_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_shortest_path_api.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_shortest_path.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_gtfs.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_fetch_readiness_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_evidence_review_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_evidence_priority_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_rail_evidence.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_publication_readiness.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_provenance_acceptance.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_policy_alternatives.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_plausibility.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_plan_audit.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_statistics.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_smoke.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
transport_simulation_core\tests\test_realworld_pilot_region_decision_packet.py,transport_simulation_core,other,False,C:\Users\mnb92\.codex\sessions\2026\06\02\rollout-2026-06-02T03-05-57-019e845d-250e-7461-be51-873cb0dfaae4.jsonl
